,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000032315,84.79709762,-1.075691927,0.852582223,-1.261687023,0.207061428,0.311935783
ENSMUSG00000126238,4.608689998,-1.706353487,1.352526549,-1.261604431,0.207091161,0.311959378
ENSMUSG00000029313,2745.50251,-0.436357344,0.345907051,-1.261487275,0.207133342,0.31200172
ENSMUSG00000022571,1001.277091,0.380270134,0.301595223,1.260862588,0.207358359,0.312319442
ENSMUSG00000047284,1806.967191,0.297662531,0.236150616,1.26047747,0.20749717,0.312507287
ENSMUSG00000107971,8.38564186,-1.8041708,1.431636214,-1.260215956,0.207591469,0.31262807
ENSMUSG00000046718,852.5406244,-0.415083631,0.329473325,-1.259839872,0.207727133,0.31281113
ENSMUSG00000003868,8464.100975,-0.263502576,0.209211774,-1.25950166,0.207849191,0.312973677
ENSMUSG00000117637,7.458045213,1.397169665,1.10938113,1.259413585,0.207880985,0.313000294
ENSMUSG00000105419,5.065419,2.275020192,1.806690929,1.259219358,0.207951111,0.313084618
ENSMUSG00000139045,5.985995534,1.791440975,1.423359593,1.258600415,0.208174697,0.31339996
ENSMUSG00000121274,4.828672042,-2.221006993,1.764800645,-1.258503049,0.208209885,0.313431652
ENSMUSG00000099858,15.89119448,-0.946271878,0.75230921,-1.257823067,0.208455751,0.313780465
ENSMUSG00000118144,2.042461955,-3.206249873,2.549708452,-1.257496664,0.208573846,0.313936914
ENSMUSG00000120142,5.771903366,-2.319957268,1.845494741,-1.257092321,0.208720207,0.314135885
ENSMUSG00000001844,618.3123435,0.42465896,0.337835434,1.256999464,0.20875383,0.314165161
ENSMUSG00000075359,21.52540321,-0.914822391,0.727909686,-1.256780076,0.208833283,0.314263402
ENSMUSG00000034334,12.30795284,-1.42037172,1.130556762,-1.25634711,0.208990149,0.314471492
ENSMUSG00000023852,2501.24515,-0.278878336,0.221980315,-1.256320121,0.20899993,0.314471492
ENSMUSG00000106032,3.299802596,3.903389561,3.107448277,1.256139833,0.209065276,0.314527125
ENSMUSG00000120319,3.034790919,2.206897102,1.756842775,1.256172228,0.209053534,0.314527125
ENSMUSG00000025885,38.60914336,0.993502673,0.791313214,1.255511288,0.209293213,0.314848678
ENSMUSG00000001482,2050.776393,-0.217755458,0.173467021,-1.255313295,0.209365051,0.314914012
ENSMUSG00000022945,4129.188147,-0.262920531,0.209440595,-1.255346562,0.209352979,0.314914012
ENSMUSG00000017747,275.1088434,0.483606468,0.385357819,1.254954343,0.209495335,0.315088601
ENSMUSG00000084970,4.137905104,-2.544453903,2.027785244,-1.254794565,0.209553346,0.315133096
ENSMUSG00000122023,4.194253891,-2.288371144,1.823679558,-1.254809889,0.209547782,0.315133096
ENSMUSG00000042211,1810.581199,-0.290172486,0.231278486,-1.254645387,0.209607519,0.315193184
ENSMUSG00000038369,1602.974604,0.227111699,0.181067691,1.254291688,0.209736004,0.315365001
ENSMUSG00000029330,207.4799443,0.439968061,0.350955603,1.253628829,0.209976948,0.31570588
ENSMUSG00000074604,4.427236271,2.62017039,2.090389366,1.253436529,0.210046885,0.315789617
ENSMUSG00000032373,104.2974635,0.570620419,0.455358249,1.253124151,0.210160528,0.315939047
ENSMUSG00000030380,82.9555549,0.716473259,0.571783484,1.253049937,0.210187534,0.315958221
ENSMUSG00000132951,2.640765417,3.493932257,2.788546933,1.252958025,0.210220983,0.315987079
ENSMUSG00000126350,3.903230333,-2.091761936,1.669562694,-1.252880136,0.210249332,0.316008267
ENSMUSG00000037913,4.862087802,-3.04848631,2.433272085,-1.252834128,0.210266079,0.316012014
ENSMUSG00000109231,19.70506078,-1.322764126,1.056234802,-1.252339085,0.210446333,0.316261482
ENSMUSG00000056260,327.2680439,0.511243445,0.408272709,1.252210676,0.210493107,0.316310334
ENSMUSG00000028789,301.2502279,0.554719603,0.443015655,1.25214447,0.210517226,0.316325138
ENSMUSG00000116291,7.80036069,-1.463771384,1.169203095,-1.251939368,0.210591958,0.316415987
ENSMUSG00000040812,9.260481699,1.613473357,1.289137066,1.251591782,0.210718651,0.316584889
ENSMUSG00000107962,117.3471248,-0.657707703,0.525568534,-1.251421385,0.210780779,0.316656773
ENSMUSG00000101209,6.329461328,1.638637003,1.310147282,1.250727324,0.211033978,0.317015674
ENSMUSG00000074141,3.110911172,-2.267509291,1.81463613,-1.249566926,0.211457791,0.317630805
ENSMUSG00000085412,16.20268863,1.675076199,1.340638514,1.249461493,0.211496329,0.317645652
ENSMUSG00000078967,82.54195833,0.567108005,0.453871063,1.249491433,0.211485385,0.317645652
ENSMUSG00000048755,717.5489737,-0.246865026,0.197592475,-1.249364513,0.211531782,0.317677378
ENSMUSG00000032528,14.13706897,-2.141255282,1.713977211,-1.249290404,0.211558876,0.317696549
ENSMUSG00000121177,4.061018691,-2.766247975,2.214346899,-1.24923876,0.211577759,0.317703386
ENSMUSG00000050373,329.5719524,0.285403855,0.228532956,1.248852073,0.211719184,0.317765098
ENSMUSG00000106718,2.658214789,3.903471521,3.125585372,1.248876948,0.211710084,0.317765098
ENSMUSG00000110529,2.628293114,2.588034466,2.072261922,1.248893511,0.211704025,0.317765098
ENSMUSG00000136317,3.960905652,2.459516871,1.969062543,1.249080117,0.211635772,0.317765098
ENSMUSG00000082087,23.40225532,1.030970694,0.825439077,1.248996713,0.211666276,0.317765098
ENSMUSG00000059706,5.54930569,-1.669184144,1.33650372,-1.248918442,0.211694905,0.317765098
ENSMUSG00000023902,5120.440905,-0.300810008,0.240846285,-1.248970928,0.211675707,0.317765098
ENSMUSG00000086468,19.55304601,-1.356087203,1.085962298,-1.248742434,0.211759295,0.317803786
ENSMUSG00000021738,121.8452209,-0.472239451,0.378249286,-1.248487357,0.211852636,0.317922349
ENSMUSG00000119977,106.2692267,-0.555232338,0.444849404,-1.248135512,0.211981435,0.318094105
ENSMUSG00000135932,2.643108475,2.443229881,1.958607225,1.247432282,0.212239036,0.3184591
ENSMUSG00000037692,4838.930417,0.326596207,0.261845815,1.247284428,0.212293225,0.318518853
ENSMUSG00000020100,608.7744005,0.362197167,0.290433176,1.24709295,0.212363418,0.318602608
ENSMUSG00000026315,7.507109143,1.68374714,1.350261023,1.246979,0.212405198,0.318643727
ENSMUSG00000120405,16.62252398,-1.2635747,1.01336288,-1.24691236,0.212429634,0.318658824
ENSMUSG00000030306,60.79301771,-1.148548082,0.921192953,-1.246805111,0.212468966,0.318696262
ENSMUSG00000003099,3536.256075,0.308187155,0.247195254,1.246735728,0.212494414,0.31871287
ENSMUSG00000031641,332.4853699,-0.396964351,0.31849684,-1.246368257,0.212629229,0.318871932
ENSMUSG00000085628,25.77551592,-0.985042371,0.790309568,-1.246400665,0.212617337,0.318871932
ENSMUSG00000031168,1022.093553,0.523850694,0.420322236,1.246307354,0.212651579,0.318883879
ENSMUSG00000017057,93.09642907,-0.776832681,0.623511121,-1.245900281,0.212801007,0.319086374
ENSMUSG00000027472,263.3138742,-0.445139903,0.357390732,-1.24552727,0.212937998,0.319270194
ENSMUSG00000103558,7.443827688,-1.542046329,1.23836877,-1.245223851,0.213049478,0.31941574
ENSMUSG00000015850,51.1577527,-1.065651368,0.855874069,-1.245102996,0.213093893,0.319460727
ENSMUSG00000135795,2.875532995,-2.807071814,2.254761206,-1.244953039,0.213149013,0.319500153
ENSMUSG00000035798,403.7120082,0.3917544,0.314665988,1.244984889,0.213137305,0.319500153
ENSMUSG00000087159,5.756776466,1.488082843,1.196052994,1.244161296,0.213440205,0.319871758
ENSMUSG00000029128,518.7431042,-0.250721663,0.20150787,-1.244227645,0.213415792,0.319871758
ENSMUSG00000120347,6.867217243,2.141497318,1.721207755,1.244182936,0.213432242,0.319871758
ENSMUSG00000042492,2695.005506,-0.302251489,0.242966265,-1.244005987,0.213497359,0.319935786
ENSMUSG00000026730,286.3522424,-0.380482967,0.30592475,-1.243714236,0.213604755,0.320075089
ENSMUSG00000110744,20.52936893,-0.966285757,0.777170305,-1.243338495,0.213743125,0.320260784
ENSMUSG00000029560,1103.9848,0.28281817,0.22747529,1.243291832,0.213760313,0.320264894
ENSMUSG00000048240,176.7444214,0.519752891,0.418059804,1.243250093,0.213775689,0.320266288
ENSMUSG00000028549,193.2425981,-0.572335344,0.460477137,-1.242918047,0.213898035,0.320414709
ENSMUSG00000002870,15600.09231,-0.186288934,0.149882145,-1.242902775,0.213903663,0.320414709
ENSMUSG00000120844,7.539983397,-1.628106657,1.309972751,-1.242855361,0.213921138,0.320419237
ENSMUSG00000086261,6.132602175,-1.96963331,1.585112181,-1.242582912,0.21402157,0.320548012
ENSMUSG00000031310,804.6839508,-0.322876064,0.259957829,-1.242032468,0.214224583,0.320829866
ENSMUSG00000097772,279.7556147,-0.416259647,0.335154257,-1.241994212,0.214238698,0.320829866
ENSMUSG00000085767,30.33534238,0.711855357,0.573215226,1.241864006,0.214286742,0.320880141
ENSMUSG00000062773,3.157493658,-3.012950747,2.426499903,-1.241685913,0.214352469,0.320922885
ENSMUSG00000002524,4047.908457,-0.222663802,0.179326215,-1.241669001,0.214358712,0.320922885
ENSMUSG00000124659,2.966336379,-3.214071729,2.588391649,-1.241725428,0.214337885,0.320922885
ENSMUSG00000027613,4023.463261,0.285084669,0.229629167,1.241500253,0.214421005,0.320978026
ENSMUSG00000024975,568.1242942,-0.376866414,0.303559572,-1.241490792,0.214424498,0.320978026
ENSMUSG00000054408,2872.318792,-0.305695923,0.246295847,-1.24117368,0.214541596,0.321131631
ENSMUSG00000020422,2439.873776,-0.29481873,0.237659819,-1.240507256,0.214787832,0.3214785
ENSMUSG00000025956,318.1866479,0.377435464,0.304278387,1.240428109,0.214817089,0.321500587
ENSMUSG00000026385,1130.904375,-0.450759975,0.36351683,-1.23999754,0.214976304,0.321673728
ENSMUSG00000094410,448.2693795,-0.474827591,0.382905312,-1.2400653,0.214951242,0.321673728
ENSMUSG00000110824,2.23366715,3.412113577,2.751648991,1.240025013,0.214966142,0.321673728
ENSMUSG00000120971,8.478461257,-1.25232361,1.010059571,-1.239851239,0.215030422,0.321711282
ENSMUSG00000032386,608.212969,-0.322671027,0.260245171,-1.239873258,0.215022277,0.321711282
ENSMUSG00000018433,3114.531412,-0.158495999,0.127858345,-1.239621851,0.215115295,0.321816545
ENSMUSG00000080893,797.5286454,-0.254716737,0.205589919,-1.238955386,0.21536202,0.322163913
ENSMUSG00000022280,572.4257426,0.406094114,0.32787833,1.238551244,0.215511734,0.322366121
ENSMUSG00000048581,33.33208193,-0.623146128,0.503167793,-1.238445976,0.215550742,0.322402719
ENSMUSG00000121867,5.650953649,-1.615634646,1.304625137,-1.23838994,0.215571509,0.322412029
ENSMUSG00000030275,3197.560216,-0.157298922,0.127032678,-1.23825557,0.215621313,0.322443014
ENSMUSG00000076433,4.452166461,2.975757192,2.403126257,1.23828583,0.215610096,0.322443014
ENSMUSG00000028698,346.9142022,0.52585007,0.424713804,1.238128042,0.215668588,0.322491958
ENSMUSG00000116571,6.626797576,-1.881849541,1.520477847,-1.237669819,0.215838515,0.322724285
ENSMUSG00000037149,5692.889719,-0.20424462,0.165055259,-1.237431766,0.215926832,0.322834566
ENSMUSG00000026527,2.4020325,4.907465583,3.96608214,1.237358534,0.215954006,0.322853423
ENSMUSG00000043153,51.33676421,1.546740411,1.250145648,1.237248167,0.215994965,0.322892884
ENSMUSG00000029647,1123.440721,0.273021448,0.220719577,1.236960722,0.216101665,0.32303061
ENSMUSG00000053754,2764.262035,0.274727656,0.222135946,1.236754616,0.216178195,0.323123223
ENSMUSG00000018442,1140.141143,0.240140064,0.194179039,1.23669406,0.216200685,0.323135053
ENSMUSG00000028496,174.4721006,0.425105498,0.343804896,1.23647308,0.216282766,0.323235943
ENSMUSG00000038644,5720.776929,-0.264093002,0.213616101,-1.236297271,0.216348085,0.323304984
ENSMUSG00000086631,5.442394475,-2.976077843,2.407303625,-1.236270245,0.216358127,0.323304984
ENSMUSG00000084133,15.27608938,-0.977857715,0.791333603,-1.235708571,0.216566911,0.323590088
ENSMUSG00000028389,181.0222588,-0.538384352,0.435699395,-1.235678448,0.216578112,0.323590088
ENSMUSG00000041202,3.687960257,-2.542236899,2.057513995,-1.235586686,0.216612236,0.323619264
ENSMUSG00000076252,7.515339007,1.910781239,1.546594479,1.235476568,0.216653192,0.323655226
ENSMUSG00000038000,1254.066708,0.233624252,0.189101531,1.23544347,0.216665503,0.323655226
ENSMUSG00000106291,3.364780798,-3.051772702,2.47040782,-1.235331542,0.216707139,0.323695613
ENSMUSG00000027765,61.55491037,1.068303476,0.864995766,1.235038967,0.216816002,0.323836404
ENSMUSG00000065818,8.850961466,-1.26410725,1.023695778,-1.234846599,0.216887601,0.323921522
ENSMUSG00000086746,3.94892813,3.344102019,2.708206448,1.234803211,0.216903752,0.323923823
ENSMUSG00000118249,5.845337718,-1.959826614,1.587508355,-1.234529952,0.217005493,0.324053935
ENSMUSG00000115867,8.355223683,-1.544400293,1.251467661,-1.234071276,0.217176346,0.324287228
ENSMUSG00000111481,7.360704831,1.608258603,1.303535449,1.23376668,0.217289859,0.324434875
ENSMUSG00000059334,49.01999328,0.732043964,0.593463602,1.233511138,0.217385124,0.324555258
ENSMUSG00000111639,5.35327612,1.820710179,1.476141855,1.23342494,0.217417265,0.324581387
ENSMUSG00000075040,412.4772778,-0.306821139,0.248772487,-1.233340319,0.217448821,0.324584785
ENSMUSG00000054199,1134.578178,0.265145883,0.214976004,1.233374322,0.217436141,0.324584785
ENSMUSG00000005681,3.843300334,2.401175763,1.947351991,1.233046606,0.217558377,0.324726455
ENSMUSG00000021396,5.07286386,-2.233286274,1.811360735,-1.232932917,0.217600793,0.324767902
ENSMUSG00000083339,3.115761363,-2.907468249,2.358425816,-1.232800383,0.217650248,0.324819848
ENSMUSG00000104186,2.737206494,-3.94386069,3.200288728,-1.232345274,0.217820134,0.325029627
ENSMUSG00000119979,4.103004024,-2.269810272,1.841832503,-1.232365195,0.217812696,0.325029627
ENSMUSG00000107639,2.30716893,-3.247861597,2.636659468,-1.231809278,0.218020337,0.325306473
ENSMUSG00000020264,3.471188902,-2.572248589,2.088336964,-1.231721046,0.218053305,0.325333771
ENSMUSG00000130701,7.171089211,-2.229912476,1.810685221,-1.231529617,0.218124847,0.325418611
ENSMUSG00000024831,611.3316186,0.276317401,0.224376831,1.231488118,0.218140358,0.325419854
ENSMUSG00000030222,96.81669178,0.913554994,0.741902133,1.231368603,0.218185034,0.325464603
ENSMUSG00000052760,50.73806546,0.82637702,0.671207701,1.231179289,0.218255816,0.325539877
ENSMUSG00000142344,2.389534849,-3.035624662,2.465672013,-1.231155095,0.218264863,0.325539877
ENSMUSG00000122055,7.857690472,-1.552686434,1.261442801,-1.230881363,0.218367239,0.325670662
ENSMUSG00000070283,577.2085621,-0.305229585,0.248020031,-1.230665053,0.218448164,0.325769438
ENSMUSG00000097167,20.80516777,-0.965266102,0.784376045,-1.230616498,0.218466332,0.32577462
ENSMUSG00000032193,6569.62485,0.375190796,0.304892619,1.230566999,0.218484854,0.325780329
ENSMUSG00000109390,7.476204393,-1.901941972,1.545654342,-1.230509254,0.218506464,0.325790639
ENSMUSG00000110617,6.282278358,-1.578227446,1.282774325,-1.230323538,0.218575973,0.325872363
ENSMUSG00000097404,6.717822142,-1.56149721,1.26986243,-1.229658562,0.21882499,0.326221682
ENSMUSG00000107008,30.92709283,1.785837329,1.45251175,1.229482191,0.218891071,0.326298254
ENSMUSG00000073233,35.51860936,0.65778701,0.535323716,1.228764933,0.219159953,0.326677109
ENSMUSG00000051147,62.99392837,-0.779241354,0.634256082,-1.228591064,0.219225168,0.326752349
ENSMUSG00000053702,14.53452893,1.788543587,1.455909391,1.228471771,0.21926992,0.326797082
ENSMUSG00000085884,3.915811384,-1.741593686,1.417738281,-1.228431022,0.219285208,0.3267979
ENSMUSG00000108912,2.368175572,4.818319321,3.923112743,1.228187829,0.219376467,0.326911927
ENSMUSG00000001260,2.373168117,4.885646317,3.978760086,1.227931871,0.219472544,0.327033119
ENSMUSG00000029352,9.887178728,-1.600106894,1.303249761,-1.227782227,0.219528729,0.327072875
ENSMUSG00000133986,3.349445406,-2.316514784,1.886719367,-1.227800395,0.219521907,0.327072875
ENSMUSG00000087352,2.507053428,3.436132577,2.798935995,1.227656718,0.219575861,0.327121113
ENSMUSG00000137581,25.57236189,-0.859454413,0.700266576,-1.227324625,0.219700604,0.327276151
ENSMUSG00000027966,75.41506904,0.751341807,0.612190293,1.227301078,0.219709451,0.327276151
ENSMUSG00000030525,68.57118316,0.712329718,0.580528493,1.227036617,0.219808829,0.327402186
ENSMUSG00000006538,3.677641535,-3.005964583,2.449942187,-1.226953272,0.219840154,0.327415785
ENSMUSG00000059791,46.66134158,-0.787003071,0.641438932,-1.226933745,0.219847494,0.327415785
ENSMUSG00000079501,51.82014671,0.691658034,0.563814716,1.226747042,0.219917681,0.327498314
ENSMUSG00000002012,22.47009495,-0.867169047,0.707230544,-1.226147618,0.220143129,0.32781203
ENSMUSG00000097817,7.046275704,-1.755002778,1.431385513,-1.226086726,0.22016604,0.327824129
ENSMUSG00000093080,2.519260248,-3.760061691,3.067070561,-1.22594561,0.220219143,0.327858822
ENSMUSG00000120309,3.360449765,2.384014027,1.944572759,1.225983453,0.220204902,0.327858822
ENSMUSG00000025006,149.2732623,-0.546437123,0.445741118,-1.225906923,0.220233703,0.327858822
ENSMUSG00000070997,5.36482383,-1.929206321,1.573939639,-1.225718111,0.220304772,0.327942602
ENSMUSG00000027395,4032.104773,0.191931553,0.156606614,1.225564791,0.220362494,0.327985405
ENSMUSG00000134769,12.7944569,-1.251548321,1.021231439,-1.225528585,0.220376127,0.327985405
ENSMUSG00000120301,4.242034896,-2.559111732,2.088177819,-1.225523856,0.220377907,0.327985405
ENSMUSG00000027261,3.114256821,3.460321757,2.825110397,1.224844792,0.220633705,0.328322026
ENSMUSG00000028649,4303.433238,-0.286504438,0.233904641,-1.224877098,0.220621531,0.328322026
ENSMUSG00000128947,2.266358214,3.870718791,3.160791821,1.224604153,0.220724402,0.328434948
ENSMUSG00000079179,269.7354809,0.488299262,0.398866807,1.22421634,0.220870627,0.328630472
ENSMUSG00000020831,15.34464703,-1.109876898,0.906739321,-1.224030845,0.220940592,0.328690456
ENSMUSG00000054072,3.565484905,3.863428644,3.156285399,1.224042872,0.220936055,0.328690456
ENSMUSG00000032860,58.48802271,0.883271144,0.721740137,1.223807708,0.221024776,0.328771573
ENSMUSG00000032356,3.883156432,3.223125547,2.633683179,1.22380914,0.221024236,0.328771573
ENSMUSG00000030029,971.6496708,0.313739809,0.256401939,1.223624949,0.221093743,0.328830039
ENSMUSG00000049414,82.28248975,-0.927718377,0.758171318,-1.223626317,0.221093227,0.328830039
ENSMUSG00000027581,80.63021025,-0.722846207,0.59103922,-1.223008867,0.221326347,0.329132682
ENSMUSG00000039202,2059.013543,-0.317304897,0.259446436,-1.223007349,0.22132692,0.329132682
ENSMUSG00000073371,3.626496545,-2.221051629,1.816344184,-1.222814292,0.221399846,0.329219047
ENSMUSG00000106169,4.868922246,1.941113231,1.587471499,1.222770445,0.221416411,0.329221599
ENSMUSG00000032705,583.5845153,-0.314094024,0.256895912,-1.222650922,0.221461571,0.329266664
ENSMUSG00000113341,3.10512155,-2.907325388,2.378706987,-1.222229305,0.221620925,0.329481494
ENSMUSG00000052833,8693.309743,-0.149798985,0.12258293,-1.222021582,0.221699466,0.329554063
ENSMUSG00000111817,3.300119619,-2.640601777,2.160809224,-1.222042996,0.221691368,0.329554063
ENSMUSG00000104546,20.83797774,-0.959646516,0.785711619,-1.221372438,0.221945038,0.329896985
ENSMUSG00000025787,4.310906304,1.705953096,1.397083528,1.221081676,0.222055097,0.33003845
ENSMUSG00000127109,6.583646762,-1.300475157,1.065128433,-1.220956193,0.222102607,0.33006481
ENSMUSG00000039529,12.55321003,-2.835309945,2.322175062,-1.220971662,0.222096749,0.33006481
ENSMUSG00000038204,6.960028862,-2.682541426,2.197233273,-1.220872385,0.222134342,0.330089845
ENSMUSG00000026634,1069.245247,0.303062467,0.248252843,1.220781453,0.222168778,0.330118891
ENSMUSG00000037845,128.5050783,-0.441500799,0.361703985,-1.22061359,0.222232359,0.330191236
ENSMUSG00000027318,4.617993774,1.873687704,1.535460366,1.220277479,0.222359704,0.330358306
ENSMUSG00000046667,56.6281938,-1.551172942,1.271482447,-1.219971967,0.222475502,0.330486054
ENSMUSG00000116930,2.039271413,-3.6240503,2.97059422,-1.219974871,0.222474401,0.330486054
ENSMUSG00000044468,57.43766065,0.739683063,0.606414018,1.219765773,0.22255368,0.330491469
ENSMUSG00000078784,847.6362919,-0.544574134,0.446404164,-1.219912756,0.22249795,0.330491469
ENSMUSG00000029368,2.849089717,-5.845792679,4.792526274,-1.219772693,0.222551056,0.330491469
ENSMUSG00000097901,3.193007009,2.362094512,1.936484173,1.219785085,0.222546357,0.330491469
ENSMUSG00000097954,17.82330263,1.089001238,0.892759511,1.219814771,0.222535101,0.330491469
ENSMUSG00000048379,1028.059694,0.336037738,0.2756238,1.219189844,0.222772146,0.330793734
ENSMUSG00000105194,2.486790045,2.685911467,2.203186992,1.219102816,0.222805171,0.330820617
ENSMUSG00000142215,3.859706828,1.872177353,1.53612717,1.21876456,0.222933566,0.330989091
ENSMUSG00000001901,92.69946816,0.887640121,0.728445669,1.218539911,0.223018868,0.331093566
ENSMUSG00000000632,44.92499117,0.974590377,0.799840279,1.218481242,0.223041149,0.331104473
ENSMUSG00000027048,5.06415558,-2.383720721,1.956545542,-1.218331324,0.223098091,0.33115535
ENSMUSG00000016552,973.8422936,-0.374709721,0.307564573,-1.218312363,0.223105294,0.33115535
ENSMUSG00000043015,270.9378037,-0.403846735,0.331496834,-1.218252162,0.223128163,0.331167124
ENSMUSG00000132224,5.968901951,-1.791192099,1.470426438,-1.218144651,0.223169009,0.331205575
ENSMUSG00000139304,2.762245221,-2.953813686,2.425286568,-1.217923574,0.223253017,0.331308075
ENSMUSG00000105429,6.977837857,-1.410116502,1.158005548,-1.217711352,0.223333682,0.331405599
ENSMUSG00002076083,163.7699594,-0.644279951,0.529206507,-1.217445253,0.223434854,0.331511353
ENSMUSG00000064288,13.76653893,-1.33150736,1.093688102,-1.217447056,0.223434169,0.331511353
ENSMUSG00000082274,13.14518305,-1.028612945,0.845051823,-1.217218776,0.223520988,0.33159477
ENSMUSG00000104037,4.025673708,-2.31351195,1.900651538,-1.217220466,0.223520346,0.33159477
ENSMUSG00000134467,8.311549965,-1.294317585,1.063531349,-1.216999937,0.22360424,0.331673888
ENSMUSG00000043807,18.57514125,1.143698379,0.939749759,1.217024392,0.223594936,0.331673888
ENSMUSG00000110540,2.038901805,4.907527714,4.032715109,1.216928938,0.223631254,0.331691768
ENSMUSG00000110960,11.2567455,-1.12382898,0.924279108,-1.21589785,0.224023837,0.332251823
ENSMUSG00000020486,18.29898742,-0.986330152,0.811520094,-1.215410634,0.224209514,0.33249046
ENSMUSG00000056158,2.47261717,3.460516451,2.847231494,1.215396942,0.224214734,0.33249046
ENSMUSG00000101678,5.215747506,-2.439759274,2.007786791,-1.215148583,0.224309427,0.332608635
ENSMUSG00000045598,2275.308143,-0.198173886,0.163107216,-1.214991525,0.224369324,0.332675201
ENSMUSG00000026594,1431.415741,0.228642926,0.188271509,1.214431898,0.224582841,0.332957665
ENSMUSG00000135585,9.342391235,2.838495174,2.337338298,1.214413496,0.224589864,0.332957665
ENSMUSG00000006464,228.9440259,0.519416723,0.427738061,1.214333655,0.224620339,0.332980579
ENSMUSG00000052921,218.6856358,0.492414177,0.405589861,1.214069247,0.224721282,0.333107946
ENSMUSG00000046688,3.251349416,2.668512619,2.198177349,1.213966025,0.224760698,0.3331441
ENSMUSG00000018995,246.4976265,-0.28309634,0.233266351,-1.213618417,0.224893471,0.333318614
ENSMUSG00000071068,9.574654407,-1.427508124,1.176900612,-1.212938551,0.225153315,0.333681427
ENSMUSG00000038806,2584.582755,-0.276012446,0.227584191,-1.212792702,0.225209086,0.333741772
ENSMUSG00000054594,5.046772416,-2.07121968,1.708332383,-1.212421951,0.225350902,0.333929612
ENSMUSG00000036395,61.81071249,-0.628794649,0.518763827,-1.212101955,0.225473355,0.334088736
ENSMUSG00000087513,10.74112728,-1.439380949,1.187961865,-1.211639019,0.225650591,0.334307716
ENSMUSG00000059119,4131.466052,-0.199601625,0.164737126,-1.211637169,0.2256513,0.334307716
ENSMUSG00000108526,2.399197758,-4.750677138,3.922216767,-1.211222485,0.225810148,0.334520699
ENSMUSG00000087228,4.944394995,3.056519883,2.523694756,1.211128991,0.225845972,0.334551416
ENSMUSG00000032253,1451.276259,-0.558344802,0.461044573,-1.211042999,0.225878925,0.334577877
ENSMUSG00000012422,1948.793952,0.336940796,0.278238493,1.210978369,0.225903695,0.334592212
ENSMUSG00000057606,6.486250298,2.395083881,1.97817899,1.210751855,0.225990522,0.334698455
ENSMUSG00000086533,10.44184262,-1.211408284,1.001097611,-1.210080086,0.226248164,0.335057647
ENSMUSG00000028567,1309.227218,-0.313652504,0.259260443,-1.209796991,0.226356801,0.335196142
ENSMUSG00000142582,4.112964243,-2.055244205,1.698915166,-1.209739159,0.226378999,0.335206624
ENSMUSG00000037461,2644.823264,0.3371096,0.278689265,1.209625352,0.226422686,0.335248922
ENSMUSG00000048490,464.5667452,0.311393976,0.257477092,1.209404589,0.226507447,0.335352027
ENSMUSG00000035354,512.9977804,-0.32790659,0.271194324,-1.209120399,0.226616593,0.335491218
ENSMUSG00000121493,14.86234768,-1.084613734,0.897192386,-1.208897613,0.226702183,0.33559552
ENSMUSG00000038242,5.818571012,-1.639964211,1.357061201,-1.208467393,0.226867531,0.335817868
ENSMUSG00000028284,2036.10299,0.191548708,0.158537922,1.208220128,0.226962602,0.335936166
ENSMUSG00000114689,3.878970675,-2.275043674,1.883753741,-1.207718198,0.227155676,0.336199498
ENSMUSG00000074671,171.2996549,1.098754165,0.909963371,1.207470762,0.227250899,0.336317981
ENSMUSG00000025047,4246.373679,-0.233542948,0.193455438,-1.207218312,0.22734808,0.336439346
ENSMUSG00000092713,3.081845447,-2.034783001,1.685649048,-1.207121378,0.227385403,0.33647212
ENSMUSG00000124384,3.576948343,1.978003031,1.638747627,1.207021142,0.227424002,0.336506777
ENSMUSG00000107622,2.603932729,-3.315852356,2.747740558,-1.206755982,0.227526133,0.336628155
ENSMUSG00000108621,241.5460174,0.627330375,0.519860055,1.206729328,0.227536401,0.336628155
ENSMUSG00000081094,186.2018883,-0.417653314,0.346224049,-1.206309367,0.227698227,0.336831442
ENSMUSG00000131635,4.184554406,2.838149957,2.35293858,1.206215063,0.227734577,0.336831442
ENSMUSG00000113093,2.342677738,-3.114333371,2.581764533,-1.206280949,0.227709181,0.336831442
ENSMUSG00000122949,2.241668621,3.436004608,2.84857603,1.206218325,0.22773332,0.336831442
ENSMUSG00000139314,10.0257907,-1.476049383,1.224029864,-1.205893277,0.227858643,0.336992461
ENSMUSG00000070942,15.48701589,1.412047983,1.171176599,1.205666152,0.227946241,0.337054563
ENSMUSG00000060904,1944.114314,-0.26113202,0.216576435,-1.205726836,0.227922834,0.337054563
ENSMUSG00000037857,3437.33483,0.278243233,0.230778842,1.205670462,0.227944579,0.337054563
ENSMUSG00000103543,3.224319722,1.891161872,1.568677046,1.205577577,0.22798041,0.337082605
ENSMUSG00000018412,2031.540737,-0.335454315,0.278298938,-1.205374041,0.228058938,0.337176228
ENSMUSG00000104882,34.38782048,-0.929368488,0.771372511,-1.204824484,0.228271066,0.337467347
ENSMUSG00000057378,10.0316169,-1.96554294,1.63171644,-1.204586098,0.228363126,0.337580935
ENSMUSG00000120990,4.535157727,-2.200758057,1.827391483,-1.204316687,0.228467199,0.337712266
ENSMUSG00000070564,5.173366068,-2.384543513,1.980576136,-1.203964578,0.22860327,0.337890873
