,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000042079,10096.02278,-0.629328256,0.195849553,-3.213324958,0.001312077,0.004115161
ENSMUSG00000132712,20.56027292,-5.39355092,1.678516654,-3.213284127,0.001312264,0.004115163
ENSMUSG00000020908,31.3323129,-3.078908343,0.958206272,-3.213199948,0.001312649,0.004115788
ENSMUSG00000097184,16.46287577,-2.898177993,0.90216398,-3.212473626,0.001315972,0.004125625
ENSMUSG00000085433,31.36032582,3.499320409,1.089347882,3.212307535,0.001316733,0.004127428
ENSMUSG00000074657,370.5010595,-2.665426097,0.829900016,-3.211743638,0.00131932,0.004134953
ENSMUSG00000025519,8.652308125,-7.447082324,2.318856567,-3.21153211,0.001320292,0.004137216
ENSMUSG00000120863,285.6694931,1.054955573,0.328492562,3.211505203,0.001320416,0.004137216
ENSMUSG00000085715,24.59271314,-5.416474205,1.686661003,-3.211359126,0.001321087,0.004138735
ENSMUSG00000032330,1455.679332,-1.14163328,0.355670524,-3.209805716,0.001328247,0.004160578
ENSMUSG00000034591,27.77049939,2.056613026,0.640752367,3.209684631,0.001328807,0.004161742
ENSMUSG00000008976,2070.465266,-1.156111595,0.360256482,-3.209134747,0.001331351,0.004169121
ENSMUSG00000106099,44.35258946,1.964724337,0.61238151,3.208333867,0.001335064,0.004180159
ENSMUSG00000027544,173.7127517,1.511308872,0.471085862,3.208138885,0.00133597,0.004182404
ENSMUSG00000037572,1967.578161,-0.819368599,0.255525802,-3.206598288,0.001343144,0.004204271
ENSMUSG00000038215,404.4365674,-0.762623315,0.237844828,-3.20639016,0.001344116,0.004206719
ENSMUSG00000030816,3098.457787,0.581268638,0.181331581,3.205556545,0.001348016,0.004218328
ENSMUSG00000038980,55.60869407,5.197320081,1.621723034,3.204813628,0.0013515,0.004228055
ENSMUSG00000048534,10.73837449,-7.487694099,2.336390748,-3.204812426,0.001351505,0.004228055
ENSMUSG00000138695,70.89467281,-10.41934611,3.2519834,-3.203997323,0.001355337,0.004239445
ENSMUSG00000020333,129.9139914,-1.264847514,0.394825777,-3.2035586,0.001357404,0.004245311
ENSMUSG00000083027,39.68251103,-2.447284112,0.764021632,-3.203160759,0.001359281,0.004248617
ENSMUSG00000100514,488.0974118,0.834184582,0.260421408,3.203210474,0.001359046,0.004248617
ENSMUSG00000133588,8.638146545,-6.920581092,2.160462753,-3.203286463,0.001358688,0.004248617
ENSMUSG00000032481,12825.13394,0.609713308,0.190349142,3.203131374,0.00135942,0.004248617
ENSMUSG00000142396,6.920998482,-6.748866681,2.106912356,-3.203202384,0.001359084,0.004248617
ENSMUSG00000026193,26800.268,1.071364259,0.334489206,3.202986045,0.001360106,0.004250163
ENSMUSG00000084347,101.7589552,-1.161726366,0.362706032,-3.20294195,0.001360314,0.004250214
ENSMUSG00000059824,219.9630297,-0.961793346,0.30032611,-3.202496597,0.001362419,0.004256192
ENSMUSG00000022505,231.5172628,1.665897145,0.52020637,3.202377444,0.001362983,0.004257353
ENSMUSG00000027551,2488.235009,-0.68765475,0.214747978,-3.202147735,0.00136407,0.004260149
ENSMUSG00000024785,2144.675144,-0.666764839,0.208256103,-3.201658104,0.001366391,0.004266795
ENSMUSG00000141481,41.32831463,1.834981098,0.573200278,3.201291359,0.001368131,0.004271629
ENSMUSG00000072494,19.89491041,3.313978563,1.035268479,3.201081295,0.001369129,0.004274142
ENSMUSG00000025912,278.8593647,-2.020493204,0.631222614,-3.200920183,0.001369895,0.004275931
ENSMUSG00000045994,9.162723089,7.228762049,2.258835639,3.200216042,0.001373246,0.004285788
ENSMUSG00000079593,173.9311295,4.690081678,1.465924208,3.199402569,0.001377127,0.004297296
ENSMUSG00000068130,21.84692494,-2.889742835,0.903375158,-3.198829201,0.001379869,0.004305245
ENSMUSG00000001128,122.0085909,-1.491782706,0.466479911,-3.197957018,0.001384049,0.00431768
ENSMUSG00000071662,1597.492352,-0.88324836,0.276195787,-3.197906704,0.001384291,0.004317826
ENSMUSG00000028656,6752.589367,0.684831938,0.21418269,3.197419636,0.00138663,0.004324516
ENSMUSG00000102553,16.43555259,6.037757101,1.888374641,3.197330111,0.001387061,0.00432525
ENSMUSG00000081254,32.79419331,-2.164826976,0.67712796,-3.197072199,0.001388302,0.00432851
ENSMUSG00000033596,4772.003418,-0.602378667,0.188426834,-3.196883655,0.001389209,0.004330732
ENSMUSG00000018931,1504.451597,0.893956556,0.279715814,3.195945714,0.001393733,0.004344223
ENSMUSG00000024293,390.5555684,-1.361872822,0.426196031,-3.195414138,0.001396303,0.004351622
ENSMUSG00000136809,8.568511368,-7.433006938,2.326574368,-3.194828861,0.001399138,0.004359843
ENSMUSG00000033767,1166.768251,0.949574329,0.297324042,3.19373544,0.001404448,0.004375774
ENSMUSG00000037336,28.92666498,-2.145445791,0.671840042,-3.193387797,0.00140614,0.00438043
ENSMUSG00000140895,11.37236085,4.169925534,1.30642093,3.191869816,0.00141355,0.004402897
ENSMUSG00000002384,36.18977158,3.482504546,1.091305822,3.191135314,0.001417149,0.004413486
ENSMUSG00000048070,21.40569485,-2.978398976,0.93336271,-3.19104132,0.00141761,0.004414302
ENSMUSG00000013275,686.7761493,-0.675229124,0.211610241,-3.190909473,0.001418257,0.004415138
ENSMUSG00000015314,8.5410705,-7.427704317,2.327773217,-3.190905481,0.001418277,0.004415138
ENSMUSG00000085929,58.06989889,-1.580914002,0.495491417,-3.190598153,0.001419786,0.004419216
ENSMUSG00000014294,742.0351912,-1.352653349,0.424029538,-3.189997933,0.001422738,0.004427783
ENSMUSG00000027288,10105.30157,-0.496492183,0.15564452,-3.189911104,0.001423166,0.004428492
ENSMUSG00000025583,2433.859059,0.597866609,0.187433115,3.189759766,0.001423911,0.00443019
ENSMUSG00000033068,1323.289715,0.704940205,0.221020039,3.18948548,0.001425263,0.004433774
ENSMUSG00000024924,349.7616237,1.546370612,0.48497412,3.18856316,0.001429818,0.004447319
ENSMUSG00000040093,455.6144375,1.610695401,0.505189912,3.188296843,0.001431135,0.004450793
ENSMUSG00000024077,754.5767474,0.772141325,0.242223312,3.187725067,0.001433968,0.004458977
ENSMUSG00000078546,98.7102485,-1.579317792,0.495519778,-3.187194258,0.001436603,0.004466543
ENSMUSG00000036009,130.9686152,-1.289192178,0.404499915,-3.187125953,0.001436942,0.004466971
ENSMUSG00000005667,5442.990589,0.754641831,0.236790279,3.186962886,0.001437752,0.004468864
ENSMUSG00000132066,6.595617913,-6.586330072,2.06708088,-3.18629529,0.001441074,0.004478562
ENSMUSG00000122572,6.746274291,6.181307678,1.940316128,3.185721949,0.001443933,0.004486817
ENSMUSG00000081792,93.55665516,1.210059552,0.379862021,3.185523914,0.001444922,0.00448926
ENSMUSG00000014361,114.7401774,1.472752812,0.462333871,3.185474621,0.001445168,0.004489395
ENSMUSG00000029501,1247.874967,-0.665606098,0.208953635,-3.185424832,0.001445416,0.004489539
ENSMUSG00000034032,3901.365388,-0.658530316,0.206757353,-3.185039411,0.001447343,0.004494893
ENSMUSG00000033961,275.3046323,-0.867777344,0.272458015,-3.184994731,0.001447566,0.004494957
ENSMUSG00000122541,13.39281458,-4.179335051,1.31245971,-3.184353027,0.00145078,0.004504304
ENSMUSG00000002221,2366.612446,-0.522002042,0.163932431,-3.184251205,0.00145129,0.004504627
ENSMUSG00000024665,7596.873398,0.453055962,0.142280193,3.184251816,0.001451287,0.004504627
ENSMUSG00000120789,18.46820137,2.609696355,0.819673415,3.183824565,0.001453431,0.004509555
ENSMUSG00000097697,10.08835402,5.755759477,1.807796618,3.183853438,0.001453286,0.004509555
ENSMUSG00000022113,7.576062706,-7.205618436,2.26320389,-3.183813208,0.001453488,0.004509555
ENSMUSG00000032648,65.35588633,-1.641680273,0.515662825,-3.183631226,0.001454402,0.004511759
ENSMUSG00000026173,43.65486658,-2.138303186,0.671666108,-3.18358059,0.001454656,0.004511917
ENSMUSG00000031851,386.3612007,-0.866475434,0.272188991,-3.18335958,0.001455767,0.004513468
ENSMUSG00000039637,1014.058315,0.819950603,0.257568738,3.18342439,0.001455441,0.004513468
ENSMUSG00000126763,13.06619468,-5.54814871,1.742844449,-3.183387199,0.001455628,0.004513468
ENSMUSG00000015312,228.9765943,-1.732090947,0.544226341,-3.182666504,0.001459256,0.004523652
ENSMUSG00000063063,22.82952515,4.184498206,1.314929111,3.182299463,0.001461107,0.00452749
ENSMUSG00000021071,7.8419974,7.489408126,2.353424707,3.182344481,0.001460879,0.00452749
ENSMUSG00000055044,1670.21044,-0.543870556,0.170903001,-3.182334728,0.001460929,0.00452749
ENSMUSG00000021868,1674.268247,0.712773677,0.223986724,3.18221395,0.001461538,0.004528195
ENSMUSG00000066842,26.90924583,3.255755587,1.023307667,3.181599917,0.00146464,0.004537171
ENSMUSG00000060724,9.129402025,-7.485717071,2.352929067,-3.181446129,0.001465418,0.004538946
ENSMUSG00000107020,5.488958093,-6.644077064,2.088874874,-3.180696531,0.001469214,0.00455007
ENSMUSG00000032375,54.11531682,2.015167347,0.633653673,3.180234616,0.001471559,0.004556693
ENSMUSG00000042293,57.9638565,-1.454195258,0.457304535,-3.179927484,0.001473119,0.004560889
ENSMUSG00000072754,8.475567656,-7.417011109,2.332493416,-3.179863685,0.001473443,0.004561256
ENSMUSG00000032698,42.72293972,2.268764564,0.713662063,3.179046052,0.001477606,0.004572865
ENSMUSG00000038047,1344.44527,-1.014195835,0.319021789,-3.17908014,0.001477432,0.004572865
ENSMUSG00000097164,51.25686522,2.50481801,0.788046494,3.178515516,0.001480313,0.004580603
ENSMUSG00000029106,4159.247297,0.597882288,0.188115548,3.178271514,0.001481559,0.00458382
ENSMUSG00000084329,25.27895688,-2.028512173,0.638353312,-3.177726401,0.001484347,0.004591311
ENSMUSG00000118088,76.20241335,-1.329672754,0.418436472,-3.17771715,0.001484395,0.004591311
ENSMUSG00000022800,1839.089272,-0.932400642,0.29346141,-3.177251285,0.001486782,0.004598052
ENSMUSG00000074039,40.52612179,-2.009679033,0.632539048,-3.177162011,0.001487239,0.004598826
ENSMUSG00000003135,2383.263299,-0.531563097,0.167364623,-3.176077995,0.001492808,0.004615402
ENSMUSG00000074194,48.1633787,-2.205313334,0.694468117,-3.175542949,0.001495564,0.004623277
ENSMUSG00000021477,4378.66359,0.494651964,0.155779469,3.175334762,0.001496637,0.004625951
ENSMUSG00000102428,29.39284739,-2.719599354,0.856509557,-3.17521192,0.001497271,0.004627265
ENSMUSG00000112825,1003.23808,-0.82778097,0.260719008,-3.17499279,0.001498402,0.004630115
ENSMUSG00000028759,1140.192553,0.694207188,0.218657325,3.174863626,0.001499069,0.004631531
ENSMUSG00000027546,910.0850385,-1.428509049,0.449965802,-3.174705817,0.001499885,0.004633405
ENSMUSG00000035506,163.0761536,-3.141996922,0.989986382,-3.173777921,0.001504688,0.004647594
ENSMUSG00000020196,2758.391376,0.708823889,0.223344469,3.173680073,0.001505195,0.00464795
ENSMUSG00000024900,1455.350978,-0.937818413,0.295499212,-3.173674835,0.001505222,0.00464795
ENSMUSG00000108446,9.858920825,-4.009622523,1.263712541,-3.172891298,0.00150929,0.004659863
ENSMUSG00000024258,1632.892233,-0.795181598,0.250631269,-3.172715045,0.001510207,0.004662043
ENSMUSG00000025383,16.5405809,-4.788575449,1.509521579,-3.172247098,0.001512642,0.004668912
ENSMUSG00000004565,2325.397171,-1.020631273,0.321810311,-3.171530672,0.001516379,0.004679792
ENSMUSG00000022757,2718.250852,0.648537858,0.20453587,3.170778103,0.001520312,0.00469128
ENSMUSG00000139945,8.4290958,-7.408945577,2.33697305,-3.170317081,0.001522727,0.004698076
ENSMUSG00000025237,196.7366473,0.951281552,0.300101682,3.169864109,0.001525102,0.004704374
ENSMUSG00000058331,34.32145409,-2.29021797,0.722501116,-3.169846965,0.001525192,0.004704374
ENSMUSG00000004341,12.95427352,-5.24154364,1.653751492,-3.16948687,0.001527084,0.004709552
ENSMUSG00000034998,1339.007624,-0.666030559,0.21019573,-3.168620791,0.001531641,0.00472295
ENSMUSG00000025742,2164.618553,0.692913539,0.218684252,3.168557096,0.001531977,0.004723328
ENSMUSG00000069712,8.841340903,-7.273277103,2.295517685,-3.168469209,0.00153244,0.004724099
ENSMUSG00000067547,133.1523068,-1.639906618,0.517622363,-3.168152565,0.00153411,0.00472859
ENSMUSG00000024726,620.4026578,-1.127609422,0.35593598,-3.168011903,0.001534852,0.004730221
ENSMUSG00000022948,320.2586643,-0.964023634,0.304414271,-3.166814853,0.001541184,0.004749075
ENSMUSG00000084353,240.4944916,-1.186362939,0.374649473,-3.166594439,0.001542353,0.004752015
ENSMUSG00000004460,2919.029962,0.882788157,0.278807595,3.166298813,0.001543921,0.004756186
ENSMUSG00000056738,8.485451688,-7.417925565,2.343226365,-3.165688845,0.001547162,0.004765508
ENSMUSG00000005078,429.8539067,-0.879029752,0.277682023,-3.165598348,0.001547643,0.004766329
ENSMUSG00000040712,445.2224713,1.078944669,0.340860637,3.165354259,0.001548942,0.004769667
ENSMUSG00000034544,734.2897975,-0.900038911,0.284369174,-3.165036833,0.001550633,0.00477421
ENSMUSG00000005514,2499.087191,0.813300485,0.257020014,3.164346907,0.001554314,0.004784215
ENSMUSG00000039219,574.305973,-1.235039821,0.390295335,-3.164372487,0.001554177,0.004784215
ENSMUSG00000071708,2472.018098,0.795817772,0.251584795,3.163218875,0.00156035,0.004802126
ENSMUSG00000040661,2084.744452,0.894580747,0.28281786,3.163098499,0.001560995,0.004803445
ENSMUSG00000028430,8304.594774,0.65601361,0.207420758,3.162719176,0.00156303,0.00480904
ENSMUSG00000025602,104.6421392,0.989714356,0.312942075,3.162611981,0.001563606,0.004810144
ENSMUSG00000039617,75.43887901,-1.240913003,0.392388944,-3.162456592,0.001564441,0.004812044
ENSMUSG00000040855,22.94742023,-3.91215824,1.237108468,-3.162340523,0.001565064,0.004813295
ENSMUSG00000018698,138.5107394,7.912533867,2.502186475,3.162247877,0.001565562,0.004814159
ENSMUSG00000006395,70.45517397,1.401593515,0.443245944,3.162112446,0.001566291,0.00481573
ENSMUSG00000101841,222.7659605,-0.739207727,0.233782248,-3.161949772,0.001567166,0.004817753
ENSMUSG00000022422,358.4786041,-0.851525327,0.269360358,-3.161286734,0.001570738,0.004828065
ENSMUSG00000037594,192.2503642,1.135909249,0.359371559,3.160821217,0.00157325,0.004835117
ENSMUSG00000062933,682.8820697,1.118444996,0.354020261,3.15926832,0.001581658,0.004860283
ENSMUSG00000138180,18.187668,-3.493572482,1.105963524,-3.158849642,0.001583932,0.004866596
ENSMUSG00000041548,722.4328363,-1.293442129,0.409543544,-3.158253009,0.001587177,0.004875892
ENSMUSG00000025431,15.03315187,-5.07365668,1.606504209,-3.158196942,0.001587483,0.004876154
ENSMUSG00000029110,3983.606221,-0.7197851,0.227937215,-3.157821775,0.001589527,0.004881757
ENSMUSG00000032097,9144.118553,0.898780668,0.284640624,3.157598006,0.001590748,0.004884152
ENSMUSG00000020644,208.3432451,1.941443615,0.614843785,3.15762095,0.001590622,0.004884152
ENSMUSG00000028180,2170.749751,-0.947949464,0.300245287,-3.157250104,0.001592647,0.004889307
ENSMUSG00000040663,17.08706924,3.527822307,1.11746779,3.156978964,0.001594128,0.004893178
ENSMUSG00000079349,8.735367805,-7.46177138,2.363720709,-3.156790627,0.001595158,0.004895661
ENSMUSG00000037916,3565.622268,-0.523991109,0.166014598,-3.156295388,0.00159787,0.004903303
ENSMUSG00000041272,27.86395759,3.683355332,1.167043224,3.156143026,0.001598704,0.004905186
ENSMUSG00000056220,81.56452318,2.885548514,0.914376503,3.155755321,0.001600831,0.004910352
ENSMUSG00000031921,1052.304028,-0.541044218,0.171446,-3.155770429,0.001600748,0.004910352
ENSMUSG00000038633,2818.479686,0.853744773,0.270636896,3.154576428,0.001607313,0.004929552
ENSMUSG00000141635,122.6232799,-1.782525703,0.565081564,-3.154457367,0.001607969,0.004930882
ENSMUSG00000107092,6752.214698,0.640423183,0.203073542,3.15365151,0.001612415,0.004943833
ENSMUSG00000010047,1516.561858,0.62295568,0.197575863,3.152994864,0.001616047,0.004954282
ENSMUSG00000022471,1947.129626,-0.679822726,0.215650533,-3.152427763,0.001619189,0.004963229
ENSMUSG00000034488,21.44038268,2.750711123,0.872594162,3.1523373,0.001619691,0.004964081
ENSMUSG00000079941,281.2474442,-1.338260607,0.424564045,-3.152081818,0.001621108,0.004967739
ENSMUSG00000022763,129.2542946,-1.575248162,0.49978584,-3.151846322,0.001622416,0.00497106
ENSMUSG00000027379,2290.950682,-1.14835887,0.364389382,-3.151460848,0.001624559,0.004976939
ENSMUSG00000068748,42.22630023,1.978666496,0.627908174,3.151203595,0.001625991,0.004980637
ENSMUSG00000021003,189.1300587,1.028458443,0.326484526,3.150098585,0.001632154,0.004998823
ENSMUSG00000044502,1166.541681,-0.665187987,0.211204495,-3.149497302,0.001635516,0.005008429
ENSMUSG00000020811,187.4250682,1.898808675,0.602990222,3.148987506,0.001638372,0.005016482
ENSMUSG00000075327,729.7320866,0.769219485,0.24429607,3.148718208,0.001639882,0.005020413
ENSMUSG00000022235,13.31502127,3.357623908,1.066364425,3.148664592,0.001640183,0.005020641
ENSMUSG00000047454,470.111858,1.160107533,0.368452865,3.148591433,0.001640594,0.005021205
ENSMUSG00000115100,5.454385533,6.935321924,2.202739577,3.14849835,0.001641116,0.005022111
ENSMUSG00000036061,408.8776542,-0.86485569,0.274707566,-3.148277648,0.001642356,0.005025211
ENSMUSG00000040044,1456.204295,-0.710602094,0.225752157,-3.147708988,0.001645554,0.005034302
ENSMUSG00000020159,7.522840363,-7.191938851,2.28501856,-3.147431262,0.001647118,0.005038391
ENSMUSG00000039789,219.4269232,-1.009922574,0.320928592,-3.146876284,0.001650248,0.005047267
ENSMUSG00000030137,41.60129007,4.515502588,1.435284289,3.146068428,0.001654813,0.005060532
ENSMUSG00000027993,721.7973119,-1.130995028,0.359524688,-3.145806294,0.001656297,0.005064371
ENSMUSG00000022946,595.4536053,-1.086298337,0.345390657,-3.145129478,0.001660133,0.005075402
ENSMUSG00000036022,550.7081457,-0.922275077,0.293259901,-3.144906873,0.001661397,0.005078565
ENSMUSG00000100572,16.53729512,-4.713172072,1.498688078,-3.144865259,0.001661633,0.005078588
ENSMUSG00000091043,8.504338035,7.016096313,2.231123211,3.144647628,0.00166287,0.005081666
ENSMUSG00000060586,34.11266625,-4.482702974,1.42552542,-3.144597011,0.001663158,0.005081845
ENSMUSG00000039159,1729.1431,1.188963639,0.378103579,3.144544791,0.001663454,0.005082052
ENSMUSG00000106290,4.26146251,6.377850072,2.028484563,3.144145235,0.001665727,0.005088295
ENSMUSG00000040016,13.09834528,4.501788775,1.431829842,3.144080842,0.001666094,0.005088714
ENSMUSG00000028919,248.7483188,-1.262845781,0.401706355,-3.14370377,0.001668242,0.005094573
ENSMUSG00000029725,517.1915815,-1.053584345,0.335213832,-3.143021693,0.001672134,0.005105756
ENSMUSG00000027803,2197.843571,1.032411368,0.328501983,3.142785801,0.001673483,0.005109168
ENSMUSG00000104279,33.93146355,2.794970038,0.889411822,3.142492566,0.00167516,0.005113585
ENSMUSG00000037266,1862.366227,-1.121223866,0.356877253,-3.14176333,0.001679337,0.005125631
ENSMUSG00000025156,3335.294897,-0.49239511,0.156741551,-3.141445944,0.001681158,0.005130484
ENSMUSG00000027425,1978.149857,0.532699425,0.169598119,3.140951254,0.001684001,0.005137936
ENSMUSG00000055531,7084.484945,0.731269069,0.232818524,3.140940234,0.001684064,0.005137936
ENSMUSG00000105189,16.14316573,-2.445390644,0.778647973,-3.140559955,0.001686252,0.005143903
ENSMUSG00000069072,18.82295676,3.462034628,1.102638115,3.139774128,0.001690781,0.005157011
ENSMUSG00000030276,52.13564571,-1.686986367,0.537349233,-3.139459896,0.001692596,0.005161835
ENSMUSG00000092203,1055.218536,-1.121126392,0.357124611,-3.139314282,0.001693437,0.005163691
ENSMUSG00000043683,1567.19177,0.662860071,0.211155649,3.139201226,0.001694091,0.005164973
ENSMUSG00000005374,1683.292484,-0.489747925,0.156022351,-3.138960038,0.001695486,0.005168515
ENSMUSG00000057969,128.7934322,-1.449609174,0.461823505,-3.138881324,0.001695941,0.005169193
ENSMUSG00000025793,2519.390923,0.758313736,0.241631534,3.138306178,0.001699273,0.005178636
ENSMUSG00000128549,32.45722634,2.117991144,0.674919172,3.138140435,0.001700234,0.005180853
ENSMUSG00000057672,552.5437554,-1.255306458,0.400130389,-3.137243494,0.001705444,0.005196016
ENSMUSG00000030879,2426.326392,-0.882889687,0.281444255,-3.136996651,0.001706881,0.005199678
ENSMUSG00000039414,700.9072091,-0.76350344,0.243662357,-3.13344847,0.001727653,0.005262232
ENSMUSG00000032649,9.783966672,4.493790054,1.434280545,3.133131846,0.001729517,0.005267188
ENSMUSG00000014907,3257.718295,0.873495443,0.278835652,3.132653361,0.001732339,0.005275057
ENSMUSG00000137898,19.65587245,2.539684658,0.810867225,3.132059825,0.001735845,0.005285007
ENSMUSG00000010721,178.8325696,-1.41409748,0.451550446,-3.131648948,0.001738276,0.005291681
ENSMUSG00000067835,9.814362642,-7.552336652,2.412027717,-3.131115202,0.001741438,0.005300581
ENSMUSG00000058833,1460.54588,-0.647735093,0.206876869,-3.131017476,0.001742018,0.005301617
ENSMUSG00000087396,93.83108871,1.680877473,0.536864287,3.130916907,0.001742615,0.005302705
ENSMUSG00000038267,754.7807885,1.515972943,0.484242129,3.130609366,0.00174444,0.005307532
ENSMUSG00000022456,324.7128537,2.288782937,0.731191855,3.130208467,0.001746823,0.005314052
ENSMUSG00000001444,26.22281038,-2.871452834,0.917384317,-3.130043515,0.001747804,0.005314849
ENSMUSG00000036106,930.4410723,1.329877774,0.424865661,3.130113579,0.001747387,0.005314849
ENSMUSG00000024013,105.8809441,-1.494866539,0.477582667,-3.130068661,0.001747654,0.005314849
ENSMUSG00000060314,199.8890964,-1.26651768,0.404651786,-3.129895191,0.001748687,0.005316804
ENSMUSG00000003444,706.8037905,1.009497205,0.322578469,3.129462447,0.001751265,0.005323911
ENSMUSG00000042719,1538.818778,-0.714893913,0.228445961,-3.129378655,0.001751764,0.0053247
ENSMUSG00000014856,426.4648446,-0.753741144,0.240914808,-3.128662576,0.001756038,0.00533696
ENSMUSG00000028197,7.779947155,4.953154101,1.583268885,3.128435195,0.001757398,0.005340359
ENSMUSG00000027699,2204.442292,-1.107188787,0.354046441,-3.127241677,0.001764548,0.005361353
ENSMUSG00000020267,3977.110038,-0.776123622,0.24827225,-3.126098953,0.001771419,0.005381493
ENSMUSG00000030518,51.39116481,2.45243102,0.78468577,3.125367012,0.001775833,0.005394164
ENSMUSG00000112641,7.023575733,5.87306582,1.879767146,3.124358159,0.001781934,0.005411212
ENSMUSG00000021591,744.4715421,-1.478331134,0.473160059,-3.124378537,0.001781811,0.005411212
ENSMUSG00000081402,7.806903945,-5.654964861,1.81002561,-3.124245773,0.001782615,0.005412538
ENSMUSG00000061981,2366.07114,0.619167742,0.198195951,3.124018114,0.001783995,0.005415986
ENSMUSG00000070777,11.97716053,-5.31938226,1.702831562,-3.123845233,0.001785043,0.005418427
ENSMUSG00000029312,368.0538859,-1.077278032,0.344877223,-3.123656653,0.001786188,0.005421159
ENSMUSG00000021707,1448.416204,-0.84343604,0.270105606,-3.122615829,0.001792516,0.005438875
ENSMUSG00000041319,1064.562897,-0.680464915,0.217913387,-3.122639334,0.001792372,0.005438875
ENSMUSG00000028417,12.73441694,5.236680626,1.677455018,3.121800924,0.001797484,0.005453206
ENSMUSG00000078500,16.01726288,-6.08236505,1.948468018,-3.121614002,0.001798626,0.005455922
ENSMUSG00000022516,699.8013797,-0.63655293,0.203959348,-3.120979435,0.001802506,0.005466945
ENSMUSG00000055026,14.09551141,-3.143459312,1.007239982,-3.120864312,0.001803211,0.005467586
ENSMUSG00000020561,1262.55489,-0.951871868,0.305002157,-3.120869294,0.00180318,0.005467586
ENSMUSG00000033364,2046.34674,-0.852195701,0.273088951,-3.120579203,0.001804958,0.005471201
ENSMUSG00000060063,15.16289892,-3.391159856,1.086705621,-3.120587387,0.001804907,0.005471201
ENSMUSG00000034218,709.7385226,-1.272713629,0.407849288,-3.120548853,0.001805144,0.005471201
ENSMUSG00000099881,99.66974265,-1.50523923,0.482559806,-3.119280165,0.001812935,0.005494065
ENSMUSG00000121345,166.7399928,-1.312821384,0.420914843,-3.11897146,0.001814835,0.005499073
ENSMUSG00000110331,2236.345073,-0.711568745,0.228147361,-3.118899733,0.001815277,0.00549966
ENSMUSG00000063838,160.0537394,1.513333826,0.485352897,3.118007195,0.001820784,0.005515589
ENSMUSG00000023032,367.0384483,-1.357319852,0.435364139,-3.11766572,0.001822894,0.005521228
ENSMUSG00000024505,402.6871824,-0.719507739,0.23086127,-3.116623847,0.001829348,0.005540019
ENSMUSG00000049436,6.490064573,6.969223174,2.236536314,3.116078702,0.001832734,0.005549513
ENSMUSG00000046311,499.6779532,-1.309409748,0.420292206,-3.115474733,0.001836491,0.005560131
ENSMUSG00000062382,30.96664503,-2.862241725,0.91874584,-3.115379248,0.001837085,0.005561172
ENSMUSG00000021485,127.7963337,-1.252421099,0.402042847,-3.115143346,0.001838555,0.005564862
ENSMUSG00000027282,2918.935574,-0.611930669,0.196442195,-3.115067362,0.001839029,0.005565536
ENSMUSG00000037519,1651.468274,0.566390194,0.181830058,3.114942595,0.001839807,0.00556713
ENSMUSG00000096592,28.962658,2.217701628,0.711965755,3.114899294,0.001840077,0.005567188
ENSMUSG00000037339,1684.567393,0.605347597,0.194354984,3.114649215,0.001841638,0.005571149
ENSMUSG00000009035,1332.011264,0.923306409,0.296446433,3.114580936,0.001842064,0.005571679
ENSMUSG00000029462,964.212373,-0.67178992,0.215706667,-3.114367898,0.001843395,0.005574943
ENSMUSG00000074215,14.38241491,3.150818139,1.012052918,3.113293864,0.001850117,0.00559451
ENSMUSG00000002279,528.6814805,0.934004058,0.30007448,3.112574113,0.001854634,0.005607405
ENSMUSG00000007029,15271.0548,0.767569808,0.246672487,3.111696067,0.001860159,0.005623341
ENSMUSG00000141392,6.393676838,-6.922698542,2.225114449,-3.111165156,0.001863507,0.005632694
ENSMUSG00000030492,6.115733222,-6.852374098,2.202575064,-3.111074038,0.001864082,0.005633664
ENSMUSG00000086164,6.00721012,-6.088631401,1.957182878,-3.110915935,0.00186508,0.005635913
ENSMUSG00000055368,7.862291455,5.665488778,1.821258629,3.110754665,0.001866099,0.005638223
ENSMUSG00000071632,166.5303922,-1.152213293,0.370537187,-3.109575325,0.001873565,0.00566001
ENSMUSG00000063273,4472.805886,-0.79752268,0.256491881,-3.109348634,0.001875003,0.005663583
ENSMUSG00000081673,22.4685501,-3.348837171,1.077134203,-3.109025005,0.001877058,0.005669018
ENSMUSG00000043301,8.168558574,-7.363295103,2.368880499,-3.108343838,0.00188139,0.005681328
ENSMUSG00000041831,6.366929212,-6.879556201,2.21345678,-3.108059874,0.001883199,0.005686015
ENSMUSG00000136957,5.943469752,5.957901023,1.917234486,3.107549476,0.001886454,0.005695067
ENSMUSG00000079659,197.774019,-1.544504919,0.497047282,-3.107360151,0.001887663,0.00569794
ENSMUSG00000062210,264.1994765,0.847634382,0.27278955,3.107283184,0.001888154,0.005698648
ENSMUSG00000022895,1625.310083,0.656901819,0.211420678,3.107084061,0.001889427,0.005701712
ENSMUSG00000087292,9.00699422,-5.876585372,1.89155342,-3.106750944,0.001891557,0.005707364
ENSMUSG00000046167,7.405605389,7.642489993,2.460336469,3.106278385,0.001894583,0.005715715
ENSMUSG00000115692,23.06284815,2.7638806,0.889917122,3.105773036,0.001897823,0.005724713
ENSMUSG00000037032,854.3596026,0.810622298,0.261049325,3.10524571,0.00190121,0.005734149
ENSMUSG00000021301,30.71048984,5.670208028,1.826105671,3.105082097,0.001902262,0.005736542
