"gene_id","gene_name","aligned.EpiSCs_rep1","aligned.EpiSCs_rep2","aligned.fPSCs_P1","aligned.fPSCs_P10","aligned.fPSCs_P20","aligned.fPSCs_P30","aligned.mESCs_rep1","aligned.mESCs_rep2"
"ENSMUSG00000031170",NA,45571.9942145225,53695.1604781796,12860.2075072201,97198.1937287886,123770.703553624,113133.102409677,0,0
"ENSMUSG00000031342",NA,37761.1634041896,38373.779401478,13600.9652672284,45302.4968618145,29868.0533809795,13426.0339378468,238.936317891625,0
"ENSMUSG00000079508",NA,100150.505370534,76921.0288428644,120806.250530056,136380.256931986,153572.866767639,120475.250915396,38770.4758514135,49736.1137940949
"ENSMUSG00000084007",NA,0,116421.024241074,455427.312963864,580136.971071651,528329.306634069,357011.27235827,0,37362.9094115701
"ENSMUSG00000084904",NA,18998.3777437176,75720.0839240729,39204.1769054396,26634.3767515276,53901.9136033467,109270.433325052,0,0
"ENSMUSG00000025151",NA,35398.5380865928,34032.5794588021,26868.0989207632,27482.1666080149,26684.4776427868,26472.9343667729,27423.5539646669,25469.8734291918
"ENSMUSG00000087677",NA,0,0,0,0,0,0,89342.9767010326,247244.031040469
"ENSMUSG00000067147",NA,167052.206262043,93575.3784225129,257062.815374659,126790.31441339,188734.962882511,120370.16794521,135587.685165216,159265.920221101
"ENSMUSG00000071723",NA,36620.9049122549,37838.1640441849,39483.1506086177,26562.6329892235,39127.8425098178,36444.4651330345,24565.1063361185,23838.02968468
"ENSMUSG00000073062",NA,28801.982166022,24203.9574519767,48027.8329383524,19052.9801673596,26354.4729331372,25995.8818829889,2603.52131522288,2926.98103993937
"ENSMUSG00000082776",NA,31970.3426462511,0,29321.1226473881,0,0,0,375509.179554311,269414.044417587
"ENSMUSG00000073060",NA,65914.2807969646,58560.403438759,44543.7992327017,71331.8288358522,65617.8993266031,66510.5913127766,9054.96279461058,0
"ENSMUSG00000087522",NA,0,0,235580.844418062,0,60731.371588227,184672.75592582,167612.897041986,154614.982431528
"ENSMUSG00000071722",NA,17757.0773786803,22599.7008553621,50020.1754525624,53739.7777880842,31187.6900807666,31206.698021539,19127.8007460581,13996.8333313925
"ENSMUSG00000049775",NA,357830.527637026,268302.75045672,3569.07803360803,7857.97297190705,10223.1951093695,3638.31007127494,39250.2847508388,38722.4834491974
"ENSMUSG00000044583",NA,15136.1665655475,42583.6409239236,55527.6371217444,84879.3235546606,28629.4038192041,0,0,18221.7799992412
"ENSMUSG00000025742",NA,30371.5625088248,24028.4078054126,46008.4347964958,40444.7916447872,37235.0030973904,46480.5413799722,15097.6453375541,18531.3929286593
"ENSMUSG00000031176",NA,41859.5026115809,42059.3856807967,36281.4325168895,58469.0908313618,42632.927672516,38582.966935325,35418.9302903896,92894.5212251156
"ENSMUSG00000054453",NA,0,42041.404568642,109641.158262937,139664.19590758,0,143246.896193478,0,0
"ENSMUSG00000025656",NA,28452.0546985723,23322.0924118501,14496.8763119323,21864.4021345689,13952.2521658408,10505.5333689108,1100.19740309741,253.720037588319
"ENSMUSG00000050332",NA,14454.0365223449,10692.73629971,16747.2878339601,21441.3658767861,21080.0353992673,22451.5934221237,6593.61129517272,4241.78156155791
"ENSMUSG00000058254",NA,16837.8823803168,18495.0802264976,14904.8101174142,27749.483207553,32300.8352908524,30904.7946256949,187.415444720035,122.458010757458
"ENSMUSG00000068200",NA,359399.05134406,228933.419751148,398028.650789229,266185.937646286,346306.965633152,273014.204753043,106197.198613436,118370.630169856
"ENSMUSG00000008035",NA,47501.8967954901,42310.401060173,57102.3384723718,97406.5687109254,94968.0077987841,93726.8326873594,20187.635902261,16721.1306027104
"ENSMUSG00000035045",NA,27152.242363343,21442.6136874094,18349.0439086473,15493.3328447066,13515.0765839155,17534.644554411,6714.06218124065,4300.97590819916
"ENSMUSG00000057421",NA,13314.3018640912,11448.6507774409,15725.0796864596,14121.9569215975,15176.766423787,15398.6050564419,19569.3288811536,18050.1734616059
"ENSMUSG00000031207",NA,39549.3412184851,44548.9397607721,12953.2735447249,14813.2249999032,13909.5454404065,14857.249534709,9998.06090630416,7423.15422643202
"ENSMUSG00000045802",NA,16995.8761448058,15938.5641845242,0,39711.6861388114,0,0,36967.7539469078,163684.835080988
"ENSMUSG00000040363",NA,11842.1131282993,15837.4650088819,15799.7974700935,15783.9171053512,17957.7819797058,20519.9361789503,9937.66021520407,7714.82072057595
"ENSMUSG00000031007",NA,60610.2524493294,54846.663572418,35121.8866069371,32009.8560907507,29182.2184344211,24446.9355747645,62725.3396062402,83027.8178714035
"ENSMUSG00000083199",NA,148852.680195921,0,91012.0094887139,46373.5309789084,0,95126.2323903904,518031.476241588,418127.127357969
"ENSMUSG00000079871",NA,81140.5557034147,76092.8088689374,74416.8497592263,0,0,0,1447209.27576673,1098918.28767947
"ENSMUSG00000044148",NA,61310.959033419,61813.2207839857,40156.8622492778,32704.8390680389,32870.3453584856,31790.2376076306,51289.3917598942,58571.739544974
"ENSMUSG00000064127",NA,15643.6350848351,15607.1788232728,21843.5952106621,19052.7714123833,16582.3771340614,17801.5196290101,3938.80304857814,3646.28991852308
"ENSMUSG00000031212",NA,19650.4803202295,0,18022.1447710102,36731.4376878339,111504.09858921,0,0,0
"ENSMUSG00000083307",NA,79519.7977568713,37286.4390658562,10129.2216383329,33031.4402119924,45958.0779386618,12704.539063557,249836.344615409,327079.087998897
"ENSMUSG00000034457",NA,27432.3320657002,26330.0042465349,28436.1113871708,16478.1676259874,16692.4946560757,26034.4514495823,13233.1538393915,15113.751543341
"ENSMUSG00000046532",NA,8371.62195386651,7725.21090293752,25859.1946181165,12894.4130133176,17671.3695414994,25423.1686000077,932.307282306746,645.007081578579
"ENSMUSG00000031010",NA,4075.5394037882,4727.2110901898,9199.89787449039,5554.41394193981,5532.92597408626,6092.01101849371,19167.5370816073,12091.2316706832
"ENSMUSG00000084349",NA,42977.916242332,36706.5888303477,84946.2857504926,75141.6986026696,77879.2146834081,79105.4740479617,223773.661624277,205915.441210247
"ENSMUSG00000083364",NA,230148.180850561,171783.60464573,129230.797617543,311676.87177353,377569.411107824,450242.371134047,404562.998696314,469315.026260965
"ENSMUSG00000000787",NA,18565.8876660776,17238.5577284615,38031.5625553066,28748.9268319863,23939.471532302,25093.7387276196,18092.9202827286,19790.5454392091
"ENSMUSG00000031214",NA,14090.9915797615,13764.9919091708,11738.7028979373,8121.32312513241,10272.3179314362,7316.58736015912,6896.10048101281,4134.86257798523
"ENSMUSG00000081255",NA,0,9783.58874632682,200930.16880222,39002.0381868605,29599.2165357597,170010.744246387,0,18839.0374899364
"ENSMUSG00000080914",NA,0,499790.87048751,97756.5756158722,99620.2064580678,50402.1533124701,255439.221207323,0,0
"ENSMUSG00000051228",NA,52449.5183259947,0,24051.646500155,24510.1669622404,12400.7491739647,25138.9077902844,22816.6041172497,31570.8597637209
"ENSMUSG00000047694",NA,12056.1035384999,14329.2457256956,23940.9720409877,23833.9892323406,21465.125885522,22209.3730435824,8824.69290474177,13220.2010836587
"ENSMUSG00000031216",NA,20432.5883879588,26105.9074418634,2138.05731362179,2050.65150774347,4409.42992665616,2366.16223985387,70034.9330438978,54313.5158194377
"ENSMUSG00000031217",NA,118302.456457157,131151.795510397,3966.20855914537,8357.66239426097,6862.64979443145,4848.12958286873,9183.16151611582,7015.07407670171
"ENSMUSG00000034403",NA,60713.7198414705,61239.3144336325,27880.0633547669,31568.4097062069,35271.0985083386,32459.1558379682,24636.225837603,27074.3710841049
"ENSMUSG00000071719",NA,40549.1167909684,41706.5494596629,38882.6348160027,33870.8778201538,43733.2413003751,47130.9874241558,6426.60364011454,3519.89153700352
"ENSMUSG00000059327",NA,29012.1432932127,24097.8946492011,9882.99158137541,15107.1013211736,11562.9913345767,8939.21099879782,27585.6173473243,20332.195994485
"ENSMUSG00000031220",NA,43868.5007626781,26179.64693795,84124.2580389882,93182.6113595259,64117.3314718577,87927.1182434261,27758.0908497572,43209.3285070302
"ENSMUSG00000051582",NA,0,0,32341.3263235812,8239.47029952987,0,0,813036.223640669,291858.352015716
"ENSMUSG00000031012",NA,16697.0314477908,15951.3805741305,5718.65286673913,22003.2913067361,17521.9392412856,18202.5393704335,7781.44727051121,5473.08916348853
"ENSMUSG00000031221",NA,16965.336666047,15214.7540766467,23625.1079101309,21288.4707203694,21780.5045859766,15956.0303186398,27483.6103406111,32603.0998472073
"ENSMUSG00000025037",NA,23309.0048630961,23698.4168666331,30402.2314737358,39292.5244755452,36358.6655145193,35662.4652228046,27191.4015618889,24066.0915576542
"ENSMUSG00000040147",NA,126787.362175068,67942.8180139177,44297.576039183,39499.3066958608,34258.9724245904,40512.552621006,5252.86416375532,0
"ENSMUSG00000015668",NA,65883.5360939017,56896.8790769056,52679.8736615551,77164.8941856582,73152.6625653938,58958.5413407362,33014.1944241238,52395.1638327317
"ENSMUSG00000040138",NA,111140.695251003,208453.28474721,178379.302564884,0,0,17756.4750439175,0,0
"ENSMUSG00000025038",NA,874.24356756708,2459.57085633986,9220.69357365175,8170.84941507036,10334.9616396557,6704.36004226966,135391.670449535,218386.328607829
"ENSMUSG00000081858",NA,0,0,0,0,0,0,662673.810813697,401155.976420345
"ENSMUSG00000034311",NA,23311.6306996567,19243.4165152487,24640.5152445369,16926.0113499298,19203.2201682405,16857.0073059196,29893.7281981015,31281.0174897119
"ENSMUSG00000025040",NA,50952.3959195537,37776.882873148,63704.8855525906,74484.2758203908,53541.2506499205,55104.5647547133,33721.6063309727,55703.5133643289
"ENSMUSG00000019359",NA,103626.048993839,86381.7614215381,6335.93895782844,4304.48484314612,4355.64857189441,4414.90454647788,2003.53034612273,5544.48639812964
"ENSMUSG00000000881",NA,26943.2600735819,22636.511957584,27737.2801425612,22317.6323698678,19840.852562321,22890.1297615759,14192.192916273,14557.8144119915
"ENSMUSG00000037369",NA,14536.7526130113,16045.0333682018,22300.4524530659,15092.0315830831,13558.8456792601,12689.8117961576,13940.5713769607,11125.5384677282
"ENSMUSG00000037347",NA,97708.4958707115,191935.153036447,23861.1538308406,42147.8074189161,40461.6653038689,41566.3397458345,10060.3969644254,5568.14467392397
"ENSMUSG00000009670",NA,0,0,31309.700152309,0,0,0,95181.2797263925,149447.209966773
"ENSMUSG00000037341",NA,31568.6402808143,39078.2804876905,41691.8985375575,66090.4419334279,33438.0012374263,43576.5922690904,3295.91969175533,3040.33027427971
"ENSMUSG00000083033",NA,114637.345431846,107505.766254208,175229.884280076,107142.279522137,252970.17231785,146520.959485768,132985.520109127,184009.293600209
"ENSMUSG00000031089",NA,245213.780576889,45991.8105704607,0,0,0,0,0,0
"ENSMUSG00000036782",NA,12156.8145199025,8731.36607318922,12963.4373697384,8386.23359209307,5155.42061349394,6057.94661624003,86084.390490074,95592.5355642061
"ENSMUSG00000036769",NA,14115.2010689884,16416.5941172269,15610.805484678,20111.8514114723,13938.0787967621,14989.9518274096,12581.7973629149,11953.1867089509
"ENSMUSG00000079481",NA,11299.2864306698,8611.21817666572,8788.84960690461,7485.94642702661,8170.09818313965,13271.9329937513,846.198669205372,516.559177573301
"ENSMUSG00000049191",NA,79558.454512378,122794.193213642,0,774.550727376011,0,1588.83938607193,4326.19263895479,997.677104017608
"ENSMUSG00000086691",NA,361296.292512673,0,331357.502859074,112558.166848918,341688.148446734,230891.073228312,1466931.33178416,2283482.61252526
"ENSMUSG00000079480",NA,226002.533899937,117419.00320191,167931.013710948,227850.632990595,249029.997700907,282173.123522524,116218.850387368,149473.154877669
"ENSMUSG00000051220",NA,18434.212206203,13065.3602882912,34894.3907031922,24695.8787152915,24679.7592883194,23210.7547382346,25553.3668269847,24074.3496589831
"ENSMUSG00000031320",NA,55427.7800018191,43723.7050411569,63459.3107944323,56087.6164488486,61584.7350123765,54468.0792726652,135247.953650748,143121.604572558
"ENSMUSG00000051159",NA,102058.829883888,85075.341379806,38134.0392681881,83610.0870853121,70304.639872571,48312.6048407834,69063.0277441209,73566.8575194016
"ENSMUSG00000067567",NA,25511.7450621337,20325.3762651403,29816.5587715636,24054.7770135501,21565.0022142109,29433.0675883267,28089.0634430012,27858.6770526957
"ENSMUSG00000034055",NA,20325.418140896,24411.4249755638,17660.0405565229,12247.7619771263,12899.191284109,14954.6959263429,32963.4812149659,24307.9172234027
"ENSMUSG00000081443",NA,0,0,0,668814.125590695,0,0,1867804.55087922,430740.373975188
"ENSMUSG00000079479",NA,0,0,0,0,0,0,1089176.90370657,1291775.47724581
"ENSMUSG00000073027",NA,0,0,0,0,0,0,445606.441633436,277459.357354272
"ENSMUSG00000080845",NA,136615.695973496,101099.007366104,80972.9894108458,107705.953670624,145900.830038021,94433.0519894124,40428.9783908756,34683.2557718965
"ENSMUSG00000006200",NA,0,9337.58974574797,0,0,0,0,255558.697191503,725202.722963739
"ENSMUSG00000068048",NA,0,0,5367.0391789324,0,0,0,132377.540718207,264184.680553021
"ENSMUSG00000095180",NA,3390.32346269175,1854.65684730469,122302.45968202,264.055154933589,1603.16251593148,1895.80133874885,206234.514495663,317333.873915935
"ENSMUSG00000062393",NA,15317.1983052604,18633.8947646443,2492.37642302704,16987.5831573832,16121.414586667,57852.2977012268,0,0
"ENSMUSG00000083646",NA,153047.609464148,35881.6327847539,35091.3327520597,0,0,36677.6460932323,133157.62766516,0
"ENSMUSG00000042386",NA,0,0,34196.7857655229,58081.1885151349,47017.2399306162,0,87860.4852613814,129987.157670202
"ENSMUSG00000031429",NA,94641.8451592089,95581.429240818,66768.735305079,77938.5761771959,74066.3034409587,59213.2412535402,86372.983060107,126152.080372623
"ENSMUSG00000079418",NA,65387.4681964697,57848.7920286873,23195.6110038231,24790.8760101933,21585.2354868548,33705.3164273759,40252.1811579263,65350.0959091943
"ENSMUSG00000079593",NA,100777.680078698,88499.1105961623,3205.5518609704,161699.792995084,127812.299604124,238441.04963382,4561.4220915356,2805.13098531193
"ENSMUSG00000051851",NA,347670.512097489,435221.148594503,5363.10250559254,463063.747851754,499235.853999935,718528.69726313,11562.9757887078,13119.5479338005
"ENSMUSG00000067925",NA,203800.728115638,263103.429749599,33984.1447933384,86580.0458763092,91614.1384704009,139037.023245752,11053.396324916,7647.17710605603
"ENSMUSG00000067924",NA,173894.741364182,247724.236807145,20401.5209832825,90158.6097861756,115099.802969668,142500.242842804,11351.8132289746,10557.3437060793
"ENSMUSG00000054727",NA,1472.47274018022,0,22957.7587856095,28900.2313493824,26458.6252294398,28230.0830364362,166544.430743905,542429.862167335
"ENSMUSG00000084308",NA,139879.356844585,131177.474356846,641441.323175621,1045871.61148663,529151.496283011,670437.85447645,243401.427594549,0
"ENSMUSG00000059334",NA,20570.5018789579,44255.3939928681,83232.0388836232,55414.9323689613,80105.1460876119,103233.551743443,21055.4952354099,18208.7813089116
"ENSMUSG00000054626",NA,7456.26177406505,8740.51048104327,52997.5938951575,48781.3649316778,14103.1963665948,71475.3092805982,71359.7517672599,153718.673312433
"ENSMUSG00000067835",NA,0,0,25371.5988857611,0,0,0,162464.247978273,299731.193604031
"ENSMUSG00000081729",NA,17096.362863068,48098.3988986418,0,79892.9564264775,48505.5453895944,49165.4341104866,223117.936489119,51453.9400595505
"ENSMUSG00000045179",NA,46037.2223021521,55525.2707211939,117693.36642588,83592.5048269229,109143.351505239,66376.908626777,4911.2841357905,981.592666698411
"ENSMUSG00000082226",NA,119183.854912815,111769.437780204,255051.285739855,92826.2793238001,93929.6258911827,95207.4818597193,34564.9292437915,23913.3862403669
"ENSMUSG00000025333",NA,57254.840568278,40269.7664788126,0,53511.4810017021,0,27442.085333318,236616.659046692,86158.3004032773
"ENSMUSG00000067215",NA,36857.376115129,31558.8748589695,114636.913565223,100347.404133763,59105.4592121436,24578.278307382,55769.4123688076,30866.7896055512
"ENSMUSG00000047238",NA,97895.5333598973,91395.6150315949,90985.8840912711,82917.3965493602,101675.513878326,72476.2739902268,95059.2461506781,76814.3951046745
"ENSMUSG00000046180",NA,0,0,9895.40801187859,0,0,0,215907.504096965,368021.31591966
"ENSMUSG00000045180",NA,15018.4571624207,16143.7605505211,15539.6256033306,16473.500481091,21777.9279807525,18589.2745160772,9098.69335339702,6761.74542703683
"ENSMUSG00000006373",NA,92085.6774670688,75620.9967722799,56208.7457935943,85575.6694474571,76688.7928728199,68218.0722365091,36569.8817224944,47535.1254540662
"ENSMUSG00000059708",NA,14863.7054909979,14040.7804655602,28358.5935512326,17542.3345328094,22778.5413105837,12584.2341738388,29639.8274622344,26775.35799192
"ENSMUSG00000081281",NA,63464.4291352117,33779.5287616395,64497.9355883598,112217.723718734,133017.541475113,101942.490598467,346223.177150417,399562.31786315
"ENSMUSG00000037636",NA,71803.0534081475,79961.7277272084,49389.8241582687,46137.1088801815,16976.5458989531,0,132752.083514345,164777.409221885
"ENSMUSG00000016319",NA,68996.0432387139,55497.1562071523,77667.7551304152,100363.395050129,107694.530717266,86035.2607310055,49476.8645347878,61802.408728319
"ENSMUSG00000016308",NA,46861.760848251,52628.7522624899,37220.9490608567,49309.6877487947,49475.9935129392,53006.0627485978,39447.5200353522,62369.3362339284
"ENSMUSG00000006423",NA,17895.6609268408,15470.2584874478,19931.2320724285,19003.5224081022,17052.4876978969,20637.5351679436,11544.9320176653,13162.6470837439
"ENSMUSG00000044149",NA,22316.339018449,19838.039367644,41067.4439154059,51871.6256255367,49465.2998280836,57658.9822443487,7685.54752793012,7695.89815523979
"ENSMUSG00000050379",NA,15019.8558107071,13315.0418095081,20130.5181813285,15707.0328589583,16552.4488229769,15373.791994933,3278.62481543384,1816.77597128286
"ENSMUSG00000025332",NA,21094.3895171216,21563.420003395,18532.5117629825,15801.1205115124,17099.6248297076,16130.4360771869,18014.5647823282,12410.9086057798
"ENSMUSG00002076760",NA,0,1476951.19318952,1444421.05212076,2207936.2311657,0,1509716.50275066,0,2369984.02978236
"ENSMUSG00000025665",NA,13079.3811131366,9168.69178915554,51977.6878187289,40697.439642898,29969.7949266258,30791.273670025,11833.7277294737,11963.3518038722
"ENSMUSG00000034551",NA,11164.3995116146,7248.36683065844,22250.7048301994,21270.2528130706,13671.8898441495,24217.0017173662,1618.91339834018,3446.24114060909
"ENSMUSG00000048155",NA,0,0,0,0,0,0,595037.019278435,355533.322926889
"ENSMUSG00000081295",NA,125079.774778886,0,286787.62201423,0,118291.489666567,59950.3870569876,0,301156.323631279
"ENSMUSG00000089768",NA,0,0,0,0,486191.60019517,657074.591986634,0,1134638.13583642
"ENSMUSG00000042498",NA,56006.4038679084,35014.833605812,109579.599986688,31406.800754014,15890.0532626814,10737.4852424754,6497.04572254211,2247.4567022639
"ENSMUSG00000053909",NA,0,0,0,0,0,0,549829.023981495,760786.965533577
"ENSMUSG00000050197",NA,0,0,115206.317487997,0,0,0,281032.764118258,745313.429809271
"ENSMUSG00000048047",NA,19927.2198318449,17599.7085344697,46582.7806660599,33299.280353957,26916.8840029421,24701.7041912927,11894.7433011518,14313.9149636548
"ENSMUSG00000025626",NA,20929.6634072748,18421.9053242787,31528.2786514606,24200.4207937806,20451.5753557555,21911.7693802547,3447.54817403621,3076.59013688462
"ENSMUSG00000025630",NA,71147.4348257916,58385.2916624141,107009.113691832,122492.204586798,123683.388842339,97286.9889765712,87873.4531794074,107917.314304668
"ENSMUSG00000081622",NA,358972.709587909,0,402387.899779195,186390.463899686,188605.927882888,229406.157478132,69404.6259673607,120042.168748531
"ENSMUSG00000079450",NA,28137.8520959362,9178.22566664548,4488.03671886695,34301.9747041181,41651.6315175916,53945.5760001384,0,0
"ENSMUSG00000050148",NA,44543.2596653515,56601.6045848083,41367.545797109,41375.1324742209,42432.4163005141,50260.8346819381,10398.4506160784,12063.8180809367
"ENSMUSG00000031410",NA,122811.372247547,81832.2306493463,17784.4132542105,12082.3034764895,6112.95774061805,6196.12084767983,87167.8190303552,35016.472790654
"ENSMUSG00000058252",NA,82077.5219998876,45483.1511576635,17108.2214579964,59276.8665057185,77623.0398773161,150205.46781106,61672.9404113076,69615.8538421133
"ENSMUSG00000009941",NA,111290.077847073,34788.9106305038,51034.0170278729,34671.2861729701,0,0,112964.695108824,44659.1129012293
"ENSMUSG00000052676",NA,30898.3624263157,66868.1031163913,47956.5679770047,8885.60213383721,4495.60884228628,13670.3066760711,4135.81977110736,8583.97147954245
"ENSMUSG00000031409",NA,72145.7089965118,45105.0205230849,507283.095916435,112381.290909289,45486.8284678571,115264.123409444,0,0
"ENSMUSG00000072969",NA,23263.9611621756,22482.8713348672,50001.6168196928,40996.2452855041,30902.712529243,30471.9534310615,16068.865160951,21272.0992117533
"ENSMUSG00000043384",NA,18774.1566238669,14664.9439269312,23930.2520591006,9894.95682147122,14162.424746713,15244.3497373432,15258.1370706926,11238.6568313464
"ENSMUSG00000072964",NA,24776.6550133918,19354.1264031279,48610.1549761009,28236.7830776498,31964.5677736096,31341.4860039884,13154.8649621174,10894.6951233476
"ENSMUSG00000072966",NA,31795.8153065602,22363.3503244448,44083.3173961398,16715.8033587292,28543.2015586177,29526.8132735212,30040.9937465059,17195.022216098
"ENSMUSG00000054994",NA,0,0,6794.00626253019,3461.76358105148,0,0,77341.6412525108,182819.03022354
"ENSMUSG00000079432",NA,0,0,0,0,0,0,105770.284638376,164646.156681256
"ENSMUSG00000067360",NA,0,0,0,0,0,0,27058.1101250985,243358.331194534
"ENSMUSG00000031428",NA,36261.8390303576,39297.9921571489,19647.5098700613,33305.0040686584,34491.5084558352,35461.6149147258,2909.44283057321,3711.22484983404
"ENSMUSG00000035062",NA,80338.5388643999,63484.2827402347,67516.7217385582,61325.1797130426,68410.8610877487,62591.4872820075,15316.2482019373,24082.6972085797
"ENSMUSG00000095137",NA,881879.58053179,0,0,0,556012.350102413,281788.281566682,255757.001021019,530828.450938498
"ENSMUSG00000031438",NA,55240.3923911675,65604.109686561,41111.6987577653,36817.2153641958,38539.4794192616,27778.692136596,13591.1284784364,10084.2488252135
"ENSMUSG00000036022",NA,19780.6154170368,19786.7360762999,34232.2146309104,25667.9378339356,23804.0928100183,28634.7452657148,29381.6037687269,45520.8543788043
"ENSMUSG00000036013",NA,0,0,0,0,0,246868.275672346,448125.731007366,310031.118948428
"ENSMUSG00000023074",NA,86533.0253158088,69970.0291492064,61831.0951899261,74151.8272713135,66480.1985969329,62458.8452091029,21817.2054340264,36374.0807881196
"ENSMUSG00000083798",NA,241537.373802797,165164.529702309,228444.972722048,239854.593340684,266500.200444804,243595.56505275,120396.897317087,64364.580333378
"ENSMUSG00000060090",NA,16526.1811864669,16115.9529178674,41139.7240679216,21449.4942817409,17654.3341237202,19315.5453763696,25365.3018030659,36948.1521016298
"ENSMUSG00000023070",NA,56576.486376536,79585.3022019289,103776.5603178,0,0,0,246119.189117245,136219.997767448
"ENSMUSG00000031059",NA,108451.162196078,70152.9385620834,77989.1043225445,100208.728595225,121563.237303634,111403.31839672,214233.074665079,297320.021861721
"ENSMUSG00000031060",NA,34865.3420291358,36482.3897664431,28749.1654449017,29908.8005048191,34666.1686576553,34569.7063960626,35082.0462430362,34927.861841091
"ENSMUSG00000001924",NA,32827.5122781942,39625.1763762373,18279.5302447608,19523.6878155151,20078.3583458051,22165.2929168012,31428.8170658652,23583.5568929075
"ENSMUSG00000031065",NA,40512.201120807,47433.5393594097,21494.1133969994,20161.8070215357,24609.3713557681,27320.1069405785,23302.4831353205,23581.1789487041
"ENSMUSG00000031066",NA,47368.5231060954,47406.7908520862,12666.8491111229,13009.1761827997,15765.9526562319,23996.5167303656,30134.9069630743,20978.4188022815
"ENSMUSG00000037315",NA,20946.7676148876,14426.5297734404,33852.204821525,19305.975666264,18391.6876147357,19847.5901741195,32766.2872214226,32438.3842589306
"ENSMUSG00000067873",NA,21531.4856557988,19285.4336140903,30527.6840061823,25832.3147361938,24892.6509625528,26431.7880668159,28329.2856467997,28129.3901051716
"ENSMUSG00000031134",NA,33763.5496876533,35208.1588645282,15138.3256010188,55782.6986468263,42656.2809895711,41188.4263436452,2390.0917549851,4819.35032886198
"ENSMUSG00000079584",NA,5084.19600572864,2383.95430966862,40800.3268090434,38014.3031078793,4808.26832585548,9747.36383898492,244395.98455376,118587.4954424
"ENSMUSG00000031133",NA,4980.75566865748,7006.35494480747,13704.0771930392,17456.6645605041,23552.2093300951,14323.5737688284,21667.2972266709,14240.7791876593
"ENSMUSG00000000037",NA,18070.4710687631,13127.422195805,8870.08998427489,10466.4297539704,7943.12643764493,7563.23710612976,21036.5360698151,69245.963919473
"ENSMUSG00000108981",NA,0,0,25332.1738814649,0,0,0,36047.0653981417,99755.1467983824
"ENSMUSG00000043518",NA,94935.5740086205,79137.4580431704,62882.9824475428,88728.6230216601,39903.6730018733,50558.1730393468,0,0
"ENSMUSG00000055555",NA,35412.2733205566,26567.4231292679,19486.7027997267,13238.7981327815,0,0,160212.593159391,362366.16007556
"ENSMUSG00000080968",NA,142375.013822952,133517.876734067,116068.550390046,162636.760856351,239374.378026614,151644.326386789,165162.715452495,123788.279565252
"ENSMUSG00000017057",NA,43104.7460242967,30600.7428856033,30296.2216107614,16942.9327791781,16001.3643309984,6178.68695316215,65892.9059437143,60378.9511964237
"ENSMUSG00000036699",NA,72583.1737461824,47996.5121665146,77663.3370374923,106105.022848499,58963.4062799451,68685.8019120385,3238.47718192247,3360.76005547606
"ENSMUSG00000016239",NA,41801.2391539087,21906.3225618824,24806.5417261132,28726.6517122802,22091.7566421216,36534.8080061078,62040.8488658476,24421.3171659462
"ENSMUSG00000119926",NA,2336376.82020718,0,714257.711214976,1455748.63291242,2209577.80722995,1493091.85469836,0,1406331.78912173
"ENSMUSG00000091556",NA,0,0,55238.0878490913,0,0,0,34934.4228232207,84591.5578352028
"ENSMUSG00000000838",NA,12326.0017733531,10634.4661040692,20811.5086715499,15835.9497407954,14437.6821381699,17135.5548115163,8469.44032268908,11881.852382537
"ENSMUSG00000062170",NA,2331.65597200151,0,184975.36086126,0,0,0,373268.888736083,506659.953555523
"ENSMUSG00000071748",NA,41965.6567702963,22738.431128543,33356.4190533659,30505.9332759583,39247.1325337338,39334.0878547517,18255.9117339629,11226.8109906091
"ENSMUSG00000031189",NA,28952.3002991274,19746.3129045108,14483.5473537781,29519.3232483545,37337.7427367155,7569.1400462022,0,0
"ENSMUSG00000082926",NA,148833.12218264,130850.83756936,145031.331698881,86938.946024602,193539.092775163,169421.337955043,307540.775389531,151177.889738114
"ENSMUSG00000035847",NA,36016.8422719634,37971.8561247272,27482.6452574077,27675.6695174833,23773.4927338666,27583.4105001409,6720.88226862079,8815.19348419057
"ENSMUSG00000052854",NA,19579.6605533192,29628.9641601613,24078.9639827619,13724.6469903614,8557.11704819359,5971.93970069155,4000.66714463931,3035.67342747213
"ENSMUSG00000042515",NA,31126.1597043341,34818.6918791455,19581.7529538316,35261.9523338238,38681.535531952,30494.9357359144,7012.71628106561,8825.91888513991
"ENSMUSG00000051257",NA,27042.3550552374,21201.0039112898,12003.922307709,18905.1823025574,19027.5931429203,32455.1586139421,322521.079713557,395740.139587761
"ENSMUSG00000087263",NA,322050.098473315,100671.796723231,98454.4805626472,702319.913827482,406095.879881655,205810.284829256,0,129234.087942099
"ENSMUSG00000082778",NA,111787.972778333,157250.479234326,187961.896762926,121892.400873048,114531.143591962,107159.326889167,64840.046870719,134576.732999519
"ENSMUSG00000025260",NA,70276.5017777259,61231.6640033346,51215.7446704291,75076.3591825185,78162.4769887869,76755.1704045035,166462.551490937,191235.556135077
"ENSMUSG00000025257",NA,56979.7923174573,42748.0675587393,84110.7627149814,106001.646266639,73902.7272223139,120165.124086183,77903.1476923323,84601.1432596468
"ENSMUSG00000041133",NA,13600.7913288015,12979.3633598317,23079.8415947991,18404.2067448278,18396.3838889894,21040.4233342572,34473.5314222202,31365.7252702841
"ENSMUSG00000083474",NA,296334.440752729,138949.750627182,203834.032483575,553919.795744761,70062.9708082646,213048.405941497,322278.728039843,356744.28939525
