"gene_id","gene_name","aligned.EpiSCs_rep1","aligned.EpiSCs_rep2","aligned.fPSCs_P1","aligned.fPSCs_P10","aligned.fPSCs_P20","aligned.fPSCs_P30","aligned.mESCs_rep1","aligned.mESCs_rep2"
"ENSMUSG00000138269",NA,67677.8836552462,49668.6530313193,137899.201054476,254668.678677078,200668.204753013,129435.202131441,17141.1917028264,28580.5775543887
"ENSMUSG00000087281",NA,11810.448086426,0,21663.5524175912,11038.273133338,22338.9512851733,79250.0074044028,41102.2754123948,49763.3169052238
"ENSMUSG00000067719",NA,214950.218929294,91763.203488892,233917.93500185,245873.488214958,333750.699537885,338291.176723452,636410.644180833,1141288.58861539
"ENSMUSG00000140766",NA,88870.8168058083,92352.135552088,103535.338870886,179590.018766486,138565.046903195,52956.6104965599,0,2891.56093172247
"ENSMUSG00000082088",NA,0,215516.916257662,70256.7045695574,143192.156030195,0,0,466543.357152317,46110.4516776506
"ENSMUSG00000136293",NA,26192.1938263934,16375.1865012681,52047.189323304,0,4128.45006428458,0,79758.9483375736,105105.519184839
"ENSMUSG00000130143",NA,20396.5408507353,0,0,57189.0043218083,0,58656.0307189643,88729.0889994485,12277.2591897079
"ENSMUSG00000056531",NA,3482.12806019335,5679.13944313269,23049.3294028783,15423.3303914727,13458.9496012339,20172.8193588504,19231.3272145885,54951.4453602321
"ENSMUSG00000105554",NA,0,0,360443.020193195,459143.130037503,0,0,0,177422.82285006
"ENSMUSG00000029265",NA,38268.7684576183,37711.3042138358,45201.7239428375,39416.3973366602,36600.451868808,34183.3925543198,23782.4147817474,32357.1109614818
"ENSMUSG00000106103",NA,60805.9244601396,142557.98311749,83650.8692686457,28415.196333133,115011.773848459,58288.2198690795,52903.6204972272,183004.093765247
"ENSMUSG00000029263",NA,21055.7781783914,21221.1684656529,27634.6964923693,16851.6751240642,21744.1311957293,22039.9470000134,47482.9933148965,40644.4407558894
"ENSMUSG00000104904",NA,114898.663435294,0,105377.594475118,107386.512380671,0,220282.435188369,0,0
"ENSMUSG00000105867",NA,60535.0492016734,28384.5845572685,0,28288.6137062025,0,0,368675.636251854,54656.6568235419
"ENSMUSG00000029491",NA,18895.8663925372,35440.7124120743,34660.1237374734,0,0,54340.4162349493,32880.3403113263,22747.9209355154
"ENSMUSG00000050856",NA,91976.7265899171,55637.6784941563,75983.9671488963,112211.540608201,169653.94716692,183740.205184267,403782.610682751,530389.947501516
"ENSMUSG00000029490",NA,52157.0980796636,29890.9169747443,31890.0694235547,0,5480.71628636423,0,27731.4832422035,40115.6335964658
"ENSMUSG00000033623",NA,18981.6208015605,19994.2732352281,14769.067485725,12442.0566475484,13413.5859745115,12836.7570639206,6411.79025693684,5928.71944823208
"ENSMUSG00000060730",NA,107039.960895257,0,294510.308160506,200083.234081801,1113537.98770329,307823.727580874,93129.1073940151,708734.4312464
"ENSMUSG00000033615",NA,48294.7571774999,48942.791724333,51436.8183677848,105562.838781781,109027.592706101,82883.1355625791,2710.8643563274,7970.80388183971
"ENSMUSG00000142352",NA,0,1235446.85093513,0,0,0,0,458477.385251027,951578.409316485
"ENSMUSG00000085919",NA,0,119633.110641855,0,0,0,0,184983.931505592,102383.36485296
"ENSMUSG00000086873",NA,92069.5258158512,43170.9443559088,112586.92213193,14341.6598277408,43536.3806055158,44128.6668333955,66753.5180763847,110838.542690826
"ENSMUSG00000087516",NA,0,0,0,0,6083.50268375181,0,86747.8041741448,23231.8314893643
"ENSMUSG00000097180",NA,17851.5425128662,22596.5959037964,24595.122849837,23866.9173771877,23923.4813470157,28699.7017895704,8218.49681976805,13540.1074352297
"ENSMUSG00000097207",NA,7886.66744803505,5547.02891975893,13949.6258950417,10003.5432704355,7192.26485363237,7020.10716207604,12743.1953141307,13563.4568221499
"ENSMUSG00000097767",NA,25370.5323467201,25230.8339414936,34523.5229509671,2426.32270417283,1673.97431344396,5316.47620633055,308.000820567233,0
"ENSMUSG00000097908",NA,9664.11638889245,9295.59324009607,22232.2059574586,21067.5669379642,25999.252419684,26685.9361803833,6940.25081225055,6123.27058759231
"ENSMUSG00000105039",NA,58985.8354199294,26400.9765341848,73769.9709245947,75176.3212614065,69730.7213874624,69394.2864609313,11663.6520935386,3227.75048105908
"ENSMUSG00000105987",NA,40974.8651299005,52526.4691874658,6513.67588768012,6117.08427746559,8022.34902346894,8171.34848505614,2409.45435091538,3799.45802822756
"ENSMUSG00000106783",NA,57356.7507598329,0,0,53606.7282371349,54243.9055539456,0,0,138098.651239199
"ENSMUSG00000126152",NA,58679.1463138659,0,35877.802227531,45702.2205750736,0,56249.5022062304,221230.694751493,223697.452399187
"ENSMUSG00000108207",NA,19005.5665177769,24952.5246545865,6972.26868059453,0,0,0,36378.3501706461,57199.9604966272
"ENSMUSG00000120227",NA,7470.7046354404,5664.38733550661,16618.88426476,10102.0004201806,7666.55569251749,8227.96365566833,23095.0910209707,40088.7612147276
"ENSMUSG00000107271",NA,0,0,0,0,0,0,17227.2276205838,79456.5198414678
"ENSMUSG00000104727",NA,63569.999109317,79487.0867404427,136038.643985574,0,0,0,0,0
"ENSMUSG00000104807",NA,11063.2816792965,0,0,0,0,0,154008.060395261,89900.6110106033
"ENSMUSG00000045345",NA,27116.1390285466,76287.7392128545,24869.1622413023,0,64111.2539050156,38990.0693327808,0,0
"ENSMUSG00000085900",NA,60952.8039896801,0,13975.4886369133,28483.834557225,0,29214.5088832289,53031.4116451887,128412.304046558
"ENSMUSG00000105437",NA,11365.6607680164,15226.5771588296,40206.2637504214,18210.1136669348,16891.0148998596,38910.9249565799,18364.5165712003,12705.2994897599
"ENSMUSG00000106478",NA,39797.6446511244,0,54749.723805179,46494.560209313,37637.7610155155,0,8656.39124805502,0
"ENSMUSG00000107087",NA,35260.0748657985,33066.5487093123,32338.2514581025,0,0,33800.1110027552,15338.8476202417,21224.0438878294
"ENSMUSG00000107355",NA,10943.4085891702,11155.0218513543,7854.71781379639,8893.84456976747,11249.4476141089,15659.4190111324,4553.62185079144,8973.79785630484
"ENSMUSG00000085708",NA,0,0,0,0,18794.3476258964,0,112386.384570029,83734.3763362049
"ENSMUSG00000105730",NA,6621.71091766175,0,0,0,0,0,8641.7356007793,29893.4737795946
"ENSMUSG00000030235",NA,174630.532352696,18196.3091436398,0,0,0,0,0,0
"ENSMUSG00000084927",NA,54906.4397776,25745.3574938661,33571.0812291262,34211.0801447009,121162.012951153,122810.349138384,15923.6098490818,0
"ENSMUSG00000063975",NA,71729.8348154807,134535.056199649,0,0,0,0,62407.8655673526,0
"ENSMUSG00000029864",NA,88563.2319087888,72525.7845704515,100672.553369279,110752.483722947,130353.83014638,143486.568834646,14108.4063261632,20272.335130875
"ENSMUSG00000071506",NA,14229.5726600008,35584.9391899438,30451.0271556223,95311.1750858482,62800.7816170136,86389.129990476,28887.3791475763,31405.6794045779
"ENSMUSG00000041671",NA,14175.725712575,15866.8592683445,18872.4996077049,20087.0530558794,20758.2747274576,18629.7674647824,17903.4043365463,20506.1809470857
"ENSMUSG00000029863",NA,17673.1689831206,19270.2410699004,19376.4516269118,23334.5079989858,19267.5474130805,23949.8974799019,9259.38383701164,9572.07493670155
"ENSMUSG00002075822",NA,689247.392184473,0,3160664.79866196,3865103.6348658,1955522.40754581,660708.703905561,0,2489265.88334921
"ENSMUSG00000030243",NA,15111.9752090638,15092.1112460517,16259.6744936383,19045.9247764905,15034.2558452449,14329.4774526259,19152.8681872124,16046.5535805154
"ENSMUSG00000030245",NA,45012.6224830607,35047.1882631782,45761.2898553992,69515.8561169311,60917.1028241511,53402.6710801031,21069.8793084355,24134.994043191
"ENSMUSG00000071112",NA,90952.314262847,34117.6715165095,108440.225004616,34002.3165792116,86016.1825666329,156935.485631725,31652.8809311036,21898.7159495426
"ENSMUSG00000105687",NA,51064.3960728998,31925.1229893443,35682.2467023303,36362.4928653567,98885.763530783,67597.6813537332,97318.6858089154,108311.739300781
"ENSMUSG00000030246",NA,15922.230768668,16298.2283131398,20861.1947620987,24198.5986933073,23444.259638493,25330.3837550088,198935.689746142,311952.089482378
"ENSMUSG00000029862",NA,25335.0183487523,17506.5793260411,9783.4248380846,6231.20999851397,0,5112.84362332952,67287.6118040416,52973.2310000726
"ENSMUSG00000030247",NA,68812.2462715973,129062.884965343,0,128626.511662568,0,65963.0352794558,0,0
"ENSMUSG00000029861",NA,28257.9113593818,29104.6889699126,52164.9039250447,43452.9926129767,44312.1004948923,45030.7000789476,1050.6636320671,290.75627570498
"ENSMUSG00000108033",NA,18154.8664486601,102152.722821013,33300.9296571011,50903.6676067963,85847.8599240373,0,0,0
"ENSMUSG00000029860",NA,40191.3009383963,71187.3199095536,7855.15978196522,20943.9873615185,21427.3929956447,23344.9404089798,358.73993797056,219.91562329961
"ENSMUSG00000053604",NA,15348.9964931495,11949.8493949287,22842.0917777928,28510.4916326694,27023.4618695678,19155.2623509898,25280.6861344743,36491.1383273943
"ENSMUSG00000030079",NA,57560.7279041637,48940.5623745916,70925.7982406131,83234.0028099199,86737.1936415304,76258.4561624607,49813.9609997558,53122.2415215198
"ENSMUSG00000029859",NA,17428.477631806,28493.6561190948,21857.0823476632,65676.3837633107,59488.3386418559,60938.1595290976,387.565045834166,312.821646388579
"ENSMUSG00000031668",NA,19593.502961959,20988.2202993297,24282.5868554082,20127.9267643324,17931.096910278,17689.2915442005,26195.2854222611,19139.6498130907
"ENSMUSG00000055874",NA,109041.71132547,135331.856955274,93074.8708502949,134201.597976278,147708.732081699,155237.786117164,3444.15124101131,2599.41835522893
"ENSMUSG00000068396",NA,168498.787993747,89348.2520338092,381737.995110955,343501.49778131,430870.97739316,368505.933940862,410408.390730443,631986.922077862
"ENSMUSG00000030082",NA,24317.7579872691,26412.9117255529,14321.6437385041,23325.8458363087,23819.209834017,20684.2624824276,8435.14032452509,7227.49426272042
"ENSMUSG00000107698",NA,0,271945.454554131,0,271025.982343275,91415.8121088849,370637.876621849,0,0
"ENSMUSG00000054474",NA,117126.954113032,55345.98665805,34974.3565634223,35641.1075125723,22325.7932026485,33944.2832521363,97165.42383752,65583.3037330765
"ENSMUSG00000029851",NA,34039.6533729422,46709.469533157,23643.7712513999,38364.0836993251,30772.0183922046,29751.0845550763,4355.27632982877,1657.23390834328
"ENSMUSG00000036667",NA,31870.8266245678,33557.8094754545,5733.11402730582,10511.7378263183,10008.2564554903,9625.39628816831,1841.45669140909,607.368579329115
"ENSMUSG00000033174",NA,73711.8579735002,105393.190672731,0,0,0,497.604054333423,7677.81129406444,9686.24863093731
"ENSMUSG00000033542",NA,14485.4902865782,18835.6493580023,12923.4865072275,14594.9565537465,17528.1922437279,20211.1425480625,892.042828472382,759.569893687626
"ENSMUSG00000029736",NA,0,0,259252.031986726,0,0,0,140536.882469518,97228.9781878918
"ENSMUSG00000030083",NA,17992.9252694005,22009.0264836033,18510.8750709732,19107.4842065397,17805.5869064235,18547.7608337006,48914.8741660697,42788.143328201
"ENSMUSG00000029735",NA,17957.2047373295,16570.6471920927,21739.3206885569,18394.3332166527,16303.3321916841,19830.1550442578,26122.486055401,80332.1406871906
"ENSMUSG00000107709",NA,22095.2941420938,0,40528.7385649224,41301.3782232678,10448.0730929908,105902.128325556,19223.8020628106,26599.5744122013
"ENSMUSG00000107465",NA,58774.2456391555,55117.9049867911,107807.844536535,54931.5463582233,222337.882618512,169021.991666296,460223.797684171,212267.360236857
"ENSMUSG00000107600",NA,0,361750.679852267,0,0,364812.850803362,739551.819684485,335616.432398347,1393156.39617528
"ENSMUSG00000033152",NA,67870.5790683408,84001.0283902478,1809.49095126069,5163.16381620591,4478.17193767548,3782.57897402603,4463.09322689514,2375.18812134567
"ENSMUSG00000107432",NA,294035.275981339,285956.084629397,339584.526698871,305345.615581468,164786.665431436,250542.733098331,180023.322250277,91771.6654302201
"ENSMUSG00000030249",NA,19395.0150823978,100036.490948893,0,0,0,0,0,0
"ENSMUSG00000002870",NA,15166.5400661371,15807.5117198943,18866.7819267011,19927.8911496198,19896.6214866213,18848.9696694041,19273.116625082,15973.3494151947
"ENSMUSG00000030282",NA,26660.5694475813,24512.467768654,29119.3271386065,22843.9308427379,27770.2859959212,26843.442651652,25969.5374559487,28459.517841695
"ENSMUSG00000052852",NA,39289.8529548346,39584.1615580683,11491.9569477894,8138.18002937024,8184.69873729704,7227.23080860626,63470.9377882051,65803.6426544283
"ENSMUSG00000108802",NA,0,16135.9168607915,0,0,32545.0104625394,0,89821.1804744655,217496.4682079
"ENSMUSG00000048473",NA,85173.8270311183,119812.75611307,195289.76091688,0,0,0,37052.3420337487,25634.2768681456
"ENSMUSG00000052962",NA,21007.0500752721,14616.2798955907,29781.9746677144,35441.805983316,42733.1963596272,32011.7172667637,31412.8320020426,32745.8030639866
"ENSMUSG00000030283",NA,5138.03949229535,5264.5508876491,479.954061749499,88.9279824459103,89.9849932933849,0,43875.1936686586,52118.2680874442
"ENSMUSG00000107443",NA,162103.098170356,0,148670.437335208,151504.689768817,153305.496400479,77695.5626569466,352590.675298878,487872.371657659
"ENSMUSG00000005069",NA,32095.9335487056,38247.6636431839,20375.4070825478,24480.9742562962,23885.5346008751,22680.6329351679,44410.7335287473,47437.1198972482
"ENSMUSG00000002871",NA,37728.3280120563,52168.5269505871,20687.5625785334,24007.9147757682,22243.5311299548,29779.373908468,25352.2100811605,27783.2118777848
"ENSMUSG00000008153",NA,16973.1335586977,16600.3796063758,30799.2638732036,21990.9196168622,28349.3011603551,27862.1034086505,13531.4234698463,14338.336393447
"ENSMUSG00000038527",NA,3201.05977687848,9005.76638901946,2935.80420322711,1495.88617954034,12109.3319903421,9205.55411723433,167103.110226634,127169.400738387
"ENSMUSG00000055172",NA,17663.674485558,57976.8659722952,48599.9263497402,33017.6233929776,33410.0756349413,0,107576.79254234,37212.9416556938
"ENSMUSG00000029661",NA,32148.1109136228,47156.1980488848,170.91332041195,279.331829044499,219.470970546324,417.949028303877,33.6510734145631,50.7952245914072
"ENSMUSG00000038521",NA,7282.61137099483,10927.2972129086,5343.31066926472,2722.58775784757,1377.47441464547,0,127990.578792035,163947.063400073
"ENSMUSG00000025823",NA,52587.2865859753,53162.7068516529,33142.6852797188,42759.3212688293,47965.110651726,38198.6245036611,76671.9034407702,72352.7115635604
"ENSMUSG00000094557",NA,327959.208962655,0,0,613034.035395139,0,0,285337.813437979,1776671.94520723
"ENSMUSG00000051499",NA,15787.5296137848,7560.1985284755,26802.1032896865,28568.8312476001,24143.2828819371,23827.744602092,28056.0839237276,29722.0362797874
"ENSMUSG00000062519",NA,9153.03889127659,8095.92294528287,8442.2694610443,11033.498954975,9885.87483809523,14407.3922111246,14795.8490256728,9234.63130477904
"ENSMUSG00000025821",NA,18056.0163472652,23875.1819530927,11376.5866761424,19170.570256394,20047.3257165422,18381.5170952947,11090.883386379,8499.11287921209
"ENSMUSG00000052337",NA,10290.5943725624,11257.7765622013,10836.2941209325,10325.1317669872,9951.04245457536,9292.65090038457,13318.4930800398,12810.4619109947
"ENSMUSG00000052763",NA,37483.5064639575,38518.0782295266,42722.9637423689,45175.9396822606,48555.1607398467,46894.9829696653,39439.6632616631,34320.9640712709
"ENSMUSG00000108681",NA,183397.440828475,152332.496201741,110531.577031284,249764.185742998,109022.043464369,155711.904686793,150445.314082472,148240.881790584
"ENSMUSG00000045466",NA,27574.963842091,26234.3035312619,48564.0662428629,51170.6801083848,49700.1871531493,53441.047845161,45722.6204206851,34519.3545760805
"ENSMUSG00000071477",NA,35139.1309068203,43390.7712264493,27415.1038374436,33852.2253402021,36901.1338699655,36945.9003220717,35967.6106950912,29094.9242478871
"ENSMUSG00000108101",NA,0,954763.976999238,0,0,0,0,885788.189461874,2451293.32710112
"ENSMUSG00000063884",NA,12980.5321670969,12565.6922864959,28322.144368296,17358.0121938344,15526.5725172154,15997.032717104,20029.423781122,23398.0494045903
"ENSMUSG00000080465",NA,0,632441.206304526,618511.564110762,1260605.7306167,637794.736230198,1939414.6480539,586751.243835435,1623750.94384118
"ENSMUSG00000057691",NA,18920.6752854583,21711.9477752354,13710.4734263448,16289.68569439,16171.6825378341,15178.1051043498,12191.6571568919,10188.4144820003
"ENSMUSG00000060724",NA,0,0,4118.1825421794,0,0,0,21486.9353791554,121626.919770067
"ENSMUSG00000030279",NA,5962.5276529667,5183.56370511171,7907.07335507378,8464.4697813552,6903.88096178543,7986.45633801415,19811.1799439695,17013.872586262
"ENSMUSG00000030275",NA,7854.65755189764,8196.96937315799,9266.43945882919,9190.05207630445,9482.59519936003,8776.96292634757,8731.72191411199,9166.98550112181
"ENSMUSG00000057697",NA,0,0,170406.90737341,0,0,0,161656.581155842,559202.108618699
"ENSMUSG00000092552",NA,0,0,351277.543115286,0,0,0,666479.164866316,691645.001420108
"ENSMUSG00000049553",NA,11542.9365686717,12626.5421367342,10780.6124909958,10423.6351735499,11873.1578439363,11997.1001028659,8727.77262270256,6267.14458526782
"ENSMUSG00000056643",NA,0,128645.841656432,41937.463881268,0,0,0,159135.96785221,275241.404166049
"ENSMUSG00000056091",NA,99600.4475822838,109398.201623738,31126.8249275648,37777.3552425749,42742.5794152715,35476.6883811275,19586.7271194212,6262.14591428259
"ENSMUSG00000037621",NA,177851.868748698,188308.715716779,0,10724.1158225472,0,21998.4269556932,0,0
"ENSMUSG00000034456",NA,0,0,0,0,0,0,87116.436387478,200901.996792246
"ENSMUSG00000034430",NA,14021.1904033462,13440.591792853,14428.1157085507,10221.9754583375,11838.6222441679,12471.7166515634,22999.9712026076,21731.1967178806
"ENSMUSG00000108181",NA,30192.784456975,28314.4939911835,90456.8148263987,24456.25877298,20939.7264138133,44378.7065309792,96319.4725586771,56944.8784740815
"ENSMUSG00000048794",NA,30125.9165338702,6519.64290362179,17002.7906238653,4331.73293367116,8766.44107432036,22214.2580585962,68551.2426702493,85088.6544837077
"ENSMUSG00000107605",NA,0,0,107829.78754525,164828.181069846,37063.8561431247,150272.350301314,85243.9760708016,23590.0627490719
"ENSMUSG00000030087",NA,5507.24594116319,4695.12786863014,17792.9024145078,23396.2660804371,29119.4596995526,41513.8288291854,115650.046161101,120619.641099296
"ENSMUSG00000107451",NA,41520.4992079818,0,38079.9062158558,0,0,199006.59420903,415431.960836907,124961.858531045
"ENSMUSG00000041540",NA,39435.0980243441,23533.9007554849,3287.93742198601,0,0,1145.52317892248,0,2157.91902772106
"ENSMUSG00000030088",NA,4313.76912369847,5405.2115816429,5053.43667408104,6776.02021604659,7987.89353158694,8305.05922102335,96793.5288228484,86799.9789690192
"ENSMUSG00000030268",NA,11075.8026836899,9818.08363940455,9093.84658037745,16981.3946899218,17176.9495329376,18563.0541304685,12934.5366251528,11629.4494748377
"ENSMUSG00000030089",NA,61738.8541868691,104887.836046143,9847.4554357139,5853.85924329926,13539.2892800412,22300.6601242785,67727.9960322814,57628.6116575566
"ENSMUSG00000034312",NA,11129.1320808068,13565.952928237,8099.56461693743,6940.5593979013,6947.47143165643,8127.33473078037,4734.19782937063,3187.10873325929
"ENSMUSG00000058700",NA,366251.749363422,343467.2602452,0,1198070.88216151,0,175543.441563203,0,0
"ENSMUSG00000099662",NA,160550.816428442,182826.456598907,210352.55043021,257235.25241123,292829.386259455,230854.675047557,129708.170470692,110445.841959807
"ENSMUSG00000030263",NA,11247.9750707356,9757.12156596974,30947.7374296279,9724.13185429185,6382.51737757848,12669.139208809,80002.1401699594,84969.4830232738
"ENSMUSG00000015112",NA,26090.2869979865,33265.9985857656,31152.8285639852,33513.0380994505,26034.5754148636,4585.16731260627,55410.3248754707,53244.2519771492
"ENSMUSG00000056737",NA,96917.3245571242,120861.843510281,30140.9585856255,22404.2949528805,20050.0697995515,27179.480621418,36162.0293054178,41697.2054688087
"ENSMUSG00000043541",NA,14905.0926639762,11182.278528132,1366.998330005,4179.17633688536,7048.08438437321,2857.58773040732,11671.2316356463,28709.7601063116
"ENSMUSG00000030091",NA,8306.85898834716,7775.38063674006,10567.5202682688,12812.53472933,15373.8513135634,17546.6661992128,12500.3978105358,10591.2983602843
"ENSMUSG00000040370",NA,28390.0300321718,20999.1235294918,53541.8857069042,44472.2626309436,41219.2809606017,40246.831803702,43138.8622773266,100847.800612922
"ENSMUSG00000056698",NA,37494.0782819518,33620.6294528263,28085.1097297153,31273.1580557767,33481.4082740058,45249.2035484549,33661.0937237569,38034.1953380068
"ENSMUSG00000034245",NA,51802.2627316619,32386.432348552,28279.5667805423,16522.7146210704,13608.5746464601,20493.5136424385,53654.8447803605,43059.832719634
"ENSMUSG00000051124",NA,24512.4941704539,33715.1086269638,47960.0388592968,99276.0209741593,71091.9597649472,65793.1123457221,140757.303233442,125907.360319777
"ENSMUSG00000030265",NA,26353.4402064976,25610.9131709387,31358.5902200138,27807.6150944934,25316.4610742866,23857.140893441,12843.612551807,13872.9860928046
"ENSMUSG00000107756",NA,44727.2499877238,0,27347.2865582862,0,28199.8857080873,85750.5844889425,51886.0287654218,152561.436182284
"ENSMUSG00000067344",NA,236980.321633958,268537.337638238,594674.502557611,332229.585822621,77819.1006202594,615246.704271611,420955.920074697,99059.1728836496
"ENSMUSG00000056666",NA,23510.7791073794,16188.5253328791,11364.0519943087,15638.8889146664,17126.8134577861,18273.4878275114,93799.6727841967,86823.2541464406
"ENSMUSG00000108368",NA,30515.4404491339,0,27986.7808095903,57040.6413028116,86577.9519096678,0,106198.683444736,91840.566109671
"ENSMUSG00000067338",NA,0,0,9099.60219917198,0,0,792.579351451674,340977.480671194,212510.619468324
"ENSMUSG00000056429",NA,24696.1546800575,21811.566626707,19543.7986767306,28351.7305596923,24927.010788194,25388.6301892626,29839.4895870149,24922.9673862569
"ENSMUSG00000030259",NA,40723.673307399,42474.1285019476,18719.1239590586,13262.3516427223,16453.2752521437,16490.7757004138,16320.3598185922,15444.7809668503
"ENSMUSG00000090019",NA,0,0,0,37845.488537327,38295.325481916,0,176152.518852767,73121.5711305937
"ENSMUSG00000030256",NA,26917.2337601468,22998.918124905,48824.8842801248,17330.6306754623,11879.6492311878,14334.838930478,3642.96879375743,2880.40001346155
"ENSMUSG00000064080",NA,48884.7434088634,88794.3244198003,524.773535030374,767.289908386052,1199.90640550816,858.51558298081,9891.59859002238,6064.71942099404
"ENSMUSG00000068794",NA,28370.7735893497,53211.6605187961,78059.4948154692,0,0,27196.0652438717,0,17077.1771212572
"ENSMUSG00000030255",NA,58399.7943116571,68458.435304307,66950.6247767387,0,0,0,6351.2737097792,0
"ENSMUSG00000030093",NA,28298.3601152841,119420.647295336,17302.2791120549,66120.4862618786,17841.7077105419,0,49241.4420971184,17033.5893876097
"ENSMUSG00000098240",NA,199081.967786541,53342.0274510348,269530.320390095,115183.625321374,179311.868512961,90875.6492251859,16496.1320481112,74182.4012806658
"ENSMUSG00000055799",NA,34133.5072494115,33736.3303039411,37013.7388182852,31724.4720353591,37844.6568514336,44793.1876150478,18640.7623221464,16955.3427656393
"ENSMUSG00000034203",NA,15876.7865152497,13553.9757139265,18346.0671671344,24725.6383914445,24746.8384667763,22734.0851593694,33710.458179329,38910.1565700984
"ENSMUSG00000102577",NA,24221.8198525805,28393.7282121467,72197.7119582777,16978.6358673332,17180.4463862889,20316.5386763705,68490.3884610406,45561.8863501157
"ENSMUSG00000102931",NA,0,107413.335090975,210095.070438793,26762.5402192594,0,164694.356878647,199306.772996049,103416.236064589
"ENSMUSG00000030095",NA,50900.2311056837,61118.2194477183,20109.0606025068,18594.6354414535,19258.8097009919,19558.2462539697,31544.9704880673,30614.7949938398
"ENSMUSG00000055239",NA,19607.0031624997,21676.2722096701,17458.3029367747,21069.0264504385,21094.3296921194,19434.0928992281,17818.2881012012,19945.4513464873
"ENSMUSG00000107610",NA,47797.6666028826,0,0,44672.6233617871,22601.8043086346,0,166343.63424699,762425.607596616
"ENSMUSG00000079523",NA,196574.844377353,231254.372599199,32163.5056702898,65951.7206117557,71865.2663652597,66632.2483458789,54023.9966167806,65233.1049746118
"ENSMUSG00000030094",NA,20955.8226915805,27092.1785512754,20101.2773718411,17900.5215218566,18075.3957953733,18897.4421952573,32560.3752390325,26433.7321743729
"ENSMUSG00000029810",NA,138414.957857581,169624.579938918,3540.30474385438,23708.3809088679,35985.2732245294,49161.7289897744,0,1327.74354777799
"ENSMUSG00000034192",NA,30460.1428144258,20800.4677444521,39298.9491569251,52079.5329695263,50698.0702698163,44609.4655777462,49953.3366912136,75340.1364831231
"ENSMUSG00000023367",NA,106939.07662667,94216.4393909345,2580.98890049432,16833.2342994373,18896.3355524817,18613.8761701951,2693.30177335411,1693.93888748325
"ENSMUSG00000052861",NA,14997.2866306239,4018.37335664443,11789.6036748865,16019.1474895907,0,0,9320.17688641479,19344.2018765374
"ENSMUSG00000029811",NA,17996.5784243941,67508.0514532208,0,100919.700925986,34039.7490239508,0,0,86661.2272977552
"ENSMUSG00000052738",NA,25459.2158605731,22371.6457880458,23594.6455522517,25871.7796508087,25780.2207372218,26400.6143041732,32687.3591734722,34425.3787991673
"ENSMUSG00000107951",NA,76026.5483736828,39213.3189169928,153398.551362859,42633.5292374635,43140.27752558,80166.4875177935,23151.163221426,57203.1825465711
"ENSMUSG00000080824",NA,769600.430035239,60143.6379137129,156850.566499025,279721.338525807,303263.728681134,368867.338795569,297592.705875794,270225.917834119
"ENSMUSG00000107770",NA,211233.221180489,97104.1279742961,53180.618635721,100646.842528215,109677.233550493,75436.3285155551,677468.947492415,620777.971951609
"ENSMUSG00000072476",NA,28004.975055987,39935.1757916636,51080.1017331969,82835.2903620299,90366.7609947045,92199.4140365366,20806.4637665046,19761.1935249952
"ENSMUSG00000029816",NA,38306.7966328837,44350.289115072,5204.81583095064,0,0,0,32917.0041968448,32736.5992902606
"ENSMUSG00000030287",NA,13556.9260475925,15299.3578271195,8218.77565902924,4939.37287594655,2173.07955459998,4185.02168609274,10195.7432412689,8990.16115726293
"ENSMUSG00000029815",NA,20346.0803103179,26217.2781666831,18375.2168383418,34838.1802330771,50748.583055793,38486.1885015321,35268.7010434406,40480.1636961943
"ENSMUSG00000107990",NA,92664.9783433592,135178.24162882,141643.836663822,202081.787626984,204483.760951057,355312.524547304,340405.22250834,192123.158545622
"ENSMUSG00000029632",NA,66165.1607209931,41188.4846889813,76048.316751915,63785.5378467928,81060.0861713196,73361.3165686844,136133.35514199,186370.703731337
"ENSMUSG00000029814",NA,19065.540504833,17413.5985078017,13411.9384384199,17011.3727464407,16712.1678640783,16351.2654533267,12803.1469544297,9795.00924141887
"ENSMUSG00000040250",NA,10132.850189329,8886.06569662543,16284.6167253509,22235.7935280135,19359.6050000558,18240.043418985,9952.33989826382,12763.723846264
"ENSMUSG00000029817",NA,13107.1289355829,10116.1561041702,24160.5323743776,18294.7465993312,16172.7147026271,18410.1205939393,18165.6660695565,25561.4155419416
"ENSMUSG00000107962",NA,65499.0225792038,40719.5024106,122167.782536268,76348.8592449392,43848.2002472836,104409.838600653,78757.046780962,88597.1421410341
"ENSMUSG00000050786",NA,28102.9983307802,51245.2758146678,34365.6606972181,42316.8090281636,19195.0795014991,13469.6886876434,93727.868760852,130629.076841299
"ENSMUSG00000047115",NA,10951.7252868165,13842.7392180764,16158.0792220737,14685.99602846,7205.11801166313,7303.13930119621,66284.836094956,83978.3293670643
"ENSMUSG00000063063",NA,59689.3760024976,21402.6284476244,33811.9890854266,13126.316444611,6641.16886916671,5048.63847779262,0,4226.91016676327
"ENSMUSG00000040242",NA,23808.9058156926,20829.4940276399,32414.4619783444,27460.240327902,25206.9754786412,22113.3647752829,26478.2183568541,38185.4165290996
"ENSMUSG00000060780",NA,121233.326602802,37897.1373388654,18531.2227106021,113307.011055993,0,38737.8634523043,0,0
"ENSMUSG00000108045",NA,67634.5235071798,31713.4928739273,248119.975552933,63212.5333647136,95945.8300036448,64834.0768095917,176534.335884337,61066.7206768126
